Time (of day);Time (seconds);Time;Channel0;Channel1;Channel2;Channel3;Channel4;Channel5;Channel6;Channel7
0.509274178;21.902999910;2021-11-24 12:13:21.289;24.72;24.72;24.74;24.94;25.54;24.86;24.92;24.78
0.509298657;24.017999880;2021-11-24 12:13:23.404;24.72;24.72;24.74;24.94;25.54;24.86;24.92;24.84
0.509321424;25.984999747;2021-11-24 12:13:25.371;24.72;24.72;24.74;24.94;25.54;24.92;24.92;24.84
0.509356516;29.016999621;2021-11-24 12:13:28.403;24.72;24.72;24.74;24.94;25.54;24.92;24.92;24.78
0.509366759;29.901999724;2021-11-24 12:13:29.288;24.82;24.72;24.74;24.94;25.54;24.92;24.92;24.78
0.509390868;31.984999892;2021-11-24 12:13:31.371;24.82;24.72;24.74;24.94;25.54;24.86;24.92;24.78
0.509391238;32.016999694;2021-11-24 12:13:31.403;24.82;24.72;24.74;24.94;25.54;24.86;24.92;24.7
0.509436968;35.967999813;2021-11-24 12:13:35.354;24.82;24.72;24.74;24.94;25.46;24.86;24.92;24.7
0.509447789;36.902999645;2021-11-24 12:13:36.289;24.76;24.72;24.74;24.94;25.46;24.86;24.92;24.7
0.509448542;36.968000047;2021-11-24 12:13:36.354;24.76;24.72;24.74;24.94;25.54;24.86;24.92;24.7
0.509460313;37.985000038;2021-11-24 12:13:37.371;24.76;24.72;24.74;24.94;25.54;24.92;24.92;24.7
0.509470937;38.902999484;2021-11-24 12:13:38.289;24.62;24.72;24.74;24.94;25.54;24.92;24.92;24.7
0.509483079;39.951999905;2021-11-24 12:13:39.338;24.62;24.72;24.74;25.00;25.54;24.92;24.92;24.7
0.509483461;39.984999876;2021-11-24 12:13:39.371;24.62;24.72;24.74;25.00;25.54;24.86;24.92;24.7
0.509483831;40.016999678;2021-11-24 12:13:39.403;24.62;24.72;24.74;25.00;25.54;24.86;24.92;24.76
0.509505660;41.902999557;2021-11-24 12:13:41.289;24.7;24.72;24.74;25.00;25.54;24.86;24.92;24.76
0.509506215;41.950999573;2021-11-24 12:13:41.337;24.7;24.72;24.74;24.92;25.54;24.86;24.92;24.76
0.509506412;41.967999958;2021-11-24 12:13:41.354;24.7;24.72;24.74;24.92;25.44;24.86;24.92;24.76
0.509517234;42.902999790;2021-11-24 12:13:42.289;24.76;24.72;24.74;24.92;25.44;24.86;24.92;24.76
0.509517789;42.950999807;2021-11-24 12:13:42.337;24.76;24.72;24.74;24.98;25.44;24.86;24.92;24.76
0.509517986;42.967999564;2021-11-24 12:13:42.354;24.76;24.72;24.74;24.98;25.52;24.86;24.92;24.76
0.509528808;43.903000024;2021-11-24 12:13:43.289;24.7;24.72;24.74;24.98;25.52;24.86;24.92;24.76
0.509541331;44.984999788;2021-11-24 12:13:44.371;24.7;24.72;24.74;24.98;25.52;24.94;24.92;24.76
0.509541516;45.001000003;2021-11-24 12:13:44.387;24.7;24.72;24.74;24.98;25.52;24.94;24.98;24.76
0.509552141;45.918999449;2021-11-24 12:13:45.305;24.7;24.64;24.74;24.98;25.52;24.94;24.98;24.76
0.509552512;45.950999879;2021-11-24 12:13:45.337;24.7;24.64;24.74;24.9;25.52;24.94;24.98;24.76
0.509552708;45.967999636;2021-11-24 12:13:45.354;24.7;24.64;24.74;24.9;25.46;24.94;24.98;24.76
0.509552894;45.983999851;2021-11-24 12:13:45.370;24.7;24.64;24.74;24.9;25.46;24.88;24.98;24.76
0.509553079;45.999999437;2021-11-24 12:13:45.386;24.7;24.64;24.74;24.9;25.46;24.88;24.88;24.76
0.509553264;46.015999652;2021-11-24 12:13:45.402;24.7;24.64;24.74;24.9;25.46;24.88;24.88;24.7
0.509563530;46.902999468;2021-11-24 12:13:46.289;24.82;24.64;24.74;24.9;25.46;24.88;24.88;24.7
0.509563715;46.918999683;2021-11-24 12:13:46.305;24.82;24.72;24.74;24.9;25.46;24.88;24.88;24.7
0.509564468;46.983999456;2021-11-24 12:13:46.370;24.82;24.72;24.74;24.9;25.46;24.94;24.88;24.7
0.509564653;46.999999671;2021-11-24 12:13:46.386;24.82;24.72;24.74;24.9;25.46;24.94;24.94;24.7
0.509564838;47.015999886;2021-11-24 12:13:46.402;24.82;24.72;24.74;24.9;25.46;24.94;24.94;24.76
0.509575104;47.902999702;2021-11-24 12:13:47.289;24.76;24.72;24.74;24.9;25.46;24.94;24.94;24.76
0.509575289;47.918999917;2021-11-24 12:13:47.305;24.76;24.64;24.74;24.9;25.46;24.94;24.94;24.76
0.509576042;47.983999690;2021-11-24 12:13:47.370;24.76;24.64;24.74;24.9;25.46;24.88;24.94;24.76
0.509587812;49.000999681;2021-11-24 12:13:48.387;24.76;24.64;24.74;24.9;25.46;24.88;24.88;24.76
0.509598819;49.951999728;2021-11-24 12:13:49.338;24.76;24.64;24.74;25.00;25.46;24.88;24.88;24.76
0.509599375;49.999999744;2021-11-24 12:13:49.386;24.76;24.64;24.74;25.00;25.46;24.88;24.94;24.76
0.509610197;50.934999576;2021-11-24 12:13:50.321;24.76;24.64;24.68;25.00;25.46;24.88;24.94;24.76
0.509610382;50.950999791;2021-11-24 12:13:50.337;24.76;24.64;24.68;24.94;25.46;24.88;24.94;24.76
0.509611134;51.015999564;2021-11-24 12:13:50.402;24.76;24.64;24.68;24.94;25.46;24.88;24.94;24.7
0.509632975;52.902999613;2021-11-24 12:13:52.289;24.66;24.64;24.68;24.94;25.46;24.88;24.94;24.7
0.509634097;52.999999817;2021-11-24 12:13:52.386;24.66;24.64;24.68;24.94;25.46;24.88;24.88;24.7
0.509644549;53.902999847;2021-11-24 12:13:53.289;24.6;24.64;24.68;24.94;25.46;24.88;24.88;24.7
0.509656123;54.902999452;2021-11-24 12:13:54.289;24.52;24.64;24.68;24.94;25.46;24.88;24.88;24.7
0.509679271;56.902999920;2021-11-24 12:13:56.289;24.42;24.64;24.68;24.94;25.46;24.88;24.88;24.7
0.509691215;57.934999955;2021-11-24 12:13:57.321;24.42;24.64;24.74;24.94;25.46;24.88;24.88;24.7
0.509702419;58.902999759;2021-11-24 12:13:58.289;24.48;24.64;24.74;24.94;25.46;24.88;24.88;24.7
0.509703727;59.015999548;2021-11-24 12:13:58.402;24.48;24.64;24.74;24.94;25.46;24.88;24.88;24.76
0.509738461;62.016999791;2021-11-24 12:14:01.403;24.48;24.64;24.74;24.94;25.46;24.88;24.88;24.68
0.509748715;62.902999436;2021-11-24 12:14:02.289;24.54;24.64;24.74;24.94;25.46;24.88;24.88;24.68
0.509761424;64.001000044;2021-11-24 12:14:03.387;24.54;24.64;24.74;24.94;25.46;24.88;24.94;24.68
0.509796146;67.000999488;2021-11-24 12:14:06.387;24.54;24.64;24.74;24.94;25.46;24.88;24.88;24.68
0.509807720;68.000999722;2021-11-24 12:14:07.387;24.54;24.64;24.74;24.94;25.46;24.88;24.94;24.68
0.509807905;68.016999937;2021-11-24 12:14:07.403;24.54;24.64;24.74;24.94;25.46;24.88;24.94;24.76
0.509818160;68.902999582;2021-11-24 12:14:08.289;24.62;24.64;24.74;24.94;25.46;24.88;24.94;24.76
0.509830486;69.967999589;2021-11-24 12:14:09.354;24.62;24.64;24.74;24.94;25.4;24.88;24.94;24.76
0.509854201;72.016999614;2021-11-24 12:14:11.403;24.62;24.64;24.74;24.94;25.4;24.88;24.94;24.7
0.509864456;72.902999888;2021-11-24 12:14:12.289;24.7;24.64;24.74;24.94;25.4;24.88;24.94;24.7
0.509876586;73.950999510;2021-11-24 12:14:13.337;24.7;24.64;24.74;24.88;25.4;24.88;24.94;24.7
0.509877130;73.997999984;2021-11-24 12:14:13.384;24.7;24.64;24.74;24.88;25.4;24.88;24.88;24.7
0.509887778;74.917999771;2021-11-24 12:14:14.304;24.7;24.58;24.74;24.88;25.4;24.88;24.88;24.7
0.509899549;75.934999762;2021-11-24 12:14:15.321;24.7;24.58;24.68;24.88;25.4;24.88;24.88;24.7
0.509899734;75.950999977;2021-11-24 12:14:15.337;24.7;24.58;24.68;24.94;25.4;24.88;24.88;24.7
0.509900301;75.999999535;2021-11-24 12:14:15.386;24.7;24.58;24.68;24.94;25.4;24.88;24.96;24.7
0.509910938;76.918999781;2021-11-24 12:14:16.305;24.7;24.52;24.68;24.94;25.4;24.88;24.96;24.7
0.509911875;76.999999769;2021-11-24 12:14:16.386;24.7;24.52;24.68;24.94;25.4;24.88;24.82;24.7
0.509922315;77.901999629;2021-11-24 12:14:17.288;24.62;24.52;24.68;24.94;25.4;24.88;24.82;24.7
0.509922697;77.934999601;2021-11-24 12:14:17.321;24.62;24.52;24.62;24.94;25.4;24.88;24.82;24.7
0.509922882;77.950999816;2021-11-24 12:14:17.337;24.62;24.52;24.62;24.82;25.4;24.88;24.82;24.7
0.509923079;77.967999573;2021-11-24 12:14:17.354;24.62;24.52;24.62;24.82;25.3;24.88;24.82;24.7
0.509923449;78.000000003;2021-11-24 12:14:17.386;24.62;24.52;24.62;24.82;25.3;24.88;24.92;24.7
0.509923634;78.015999589;2021-11-24 12:14:17.402;24.62;24.52;24.62;24.82;25.3;24.88;24.92;24.76
0.509933889;78.901999863;2021-11-24 12:14:18.288;24.7;24.52;24.62;24.82;25.3;24.88;24.92;24.76
0.509934271;78.934999835;2021-11-24 12:14:18.321;24.7;24.52;24.68;24.82;25.3;24.88;24.92;24.76
0.509934444;78.949999879;2021-11-24 12:14:18.336;24.7;24.52;24.68;24.9;25.3;24.88;24.92;24.76
0.509934630;78.965999465;2021-11-24 12:14:18.352;24.7;24.52;24.68;24.9;25.4;24.88;24.92;24.76
0.509934815;78.981999680;2021-11-24 12:14:18.368;24.7;24.52;24.68;24.9;25.4;24.82;24.92;24.76
0.509946204;79.965999699;2021-11-24 12:14:19.352;24.7;24.52;24.68;24.9;25.3;24.82;24.92;24.76
0.509946400;79.982999456;2021-11-24 12:14:19.369;24.7;24.52;24.68;24.9;25.3;24.76;24.92;24.76
0.509946586;79.998999671;2021-11-24 12:14:19.385;24.7;24.52;24.68;24.9;25.3;24.76;24.82;24.76
0.509946771;80.014999886;2021-11-24 12:14:19.401;24.7;24.52;24.68;24.9;25.3;24.76;24.82;24.7
0.509957222;80.917999917;2021-11-24 12:14:20.304;24.7;24.58;24.68;24.9;25.3;24.76;24.82;24.7
0.509968808;81.918999692;2021-11-24 12:14:21.305;24.7;24.44;24.68;24.9;25.3;24.76;24.82;24.7
0.509969375;81.967999879;2021-11-24 12:14:21.354;24.7;24.44;24.68;24.9;25.42;24.76;24.82;24.7
0.509969560;81.983999466;2021-11-24 12:14:21.370;24.7;24.44;24.68;24.9;25.42;24.88;24.82;24.7
0.509969757;82.000999851;2021-11-24 12:14:21.387;24.7;24.44;24.68;24.9;25.42;24.88;24.9;24.7
0.509969931;82.015999895;2021-11-24 12:14:21.402;24.7;24.44;24.68;24.9;25.42;24.88;24.9;24.76
0.509980382;82.918999926;2021-11-24 12:14:22.305;24.7;24.56;24.68;24.9;25.42;24.88;24.9;24.76
0.510003519;84.917999594;2021-11-24 12:14:24.304;24.7;24.5;24.68;24.9;25.42;24.88;24.9;24.76
0.510003900;84.950999566;2021-11-24 12:14:24.337;24.7;24.5;24.68;24.84;25.42;24.88;24.9;24.76
0.510004086;84.966999781;2021-11-24 12:14:24.353;24.7;24.5;24.68;24.84;25.26;24.88;24.9;24.76
0.510004271;84.982999996;2021-11-24 12:14:24.369;24.7;24.5;24.68;24.84;25.26;24.8;24.9;24.76
0.510015104;85.918999999;2021-11-24 12:14:25.305;24.7;24.56;24.68;24.84;25.26;24.8;24.9;24.76
0.510016227;86.015999573;2021-11-24 12:14:25.402;24.7;24.56;24.68;24.84;25.26;24.8;24.9;24.7
0.510026481;86.901999847;2021-11-24 12:14:26.288;24.76;24.56;24.68;24.84;25.26;24.8;24.9;24.7
0.510026667;86.917999433;2021-11-24 12:14:26.304;24.76;24.62;24.68;24.84;25.26;24.8;24.9;24.7
0.510026852;86.933999648;2021-11-24 12:14:26.320;24.76;24.62;24.62;24.84;25.26;24.8;24.9;24.7
0.510027222;86.965999450;2021-11-24 12:14:26.352;24.76;24.62;24.62;24.84;25.36;24.8;24.9;24.7
0.510027407;86.981999665;2021-11-24 12:14:26.368;24.76;24.62;24.62;24.84;25.36;24.9;24.9;24.7
0.510027778;87.013999466;2021-11-24 12:14:26.400;24.76;24.62;24.62;24.84;25.36;24.9;24.9;24.76
0.510038252;87.918999838;2021-11-24 12:14:27.305;24.76;24.56;24.62;24.84;25.36;24.9;24.9;24.76
0.510038819;87.968000025;2021-11-24 12:14:27.354;24.76;24.56;24.62;24.84;25.3;24.9;24.9;24.76
0.510049826;88.918999443;2021-11-24 12:14:28.305;24.76;24.64;24.62;24.84;25.3;24.9;24.9;24.76
0.510050012;88.934999658;2021-11-24 12:14:28.321;24.76;24.64;24.7;24.84;25.3;24.9;24.9;24.76
0.510050197;88.950999873;2021-11-24 12:14:28.337;24.76;24.64;24.7;24.9;25.3;24.9;24.9;24.76
0.510050394;88.967999630;2021-11-24 12:14:28.354;24.76;24.64;24.7;24.9;25.36;24.9;24.9;24.76
0.510050579;88.983999845;2021-11-24 12:14:28.370;24.76;24.64;24.7;24.9;25.36;24.82;24.9;24.76
0.510050764;88.999999431;2021-11-24 12:14:28.386;24.76;24.64;24.7;24.9;25.36;24.82;24.84;24.76
0.510061215;89.902999462;2021-11-24 12:14:29.289;24.7;24.64;24.7;24.9;25.36;24.82;24.84;24.76
0.510061400;89.918999677;2021-11-24 12:14:29.305;24.7;24.54;24.7;24.9;25.36;24.82;24.84;24.76
0.510061586;89.934999892;2021-11-24 12:14:29.321;24.7;24.54;24.62;24.9;25.36;24.82;24.84;24.76
0.510061771;89.950999478;2021-11-24 12:14:29.337;24.7;24.54;24.62;24.82;25.36;24.82;24.84;24.76
0.510061968;89.967999863;2021-11-24 12:14:29.354;24.7;24.54;24.62;24.82;25.3;24.82;24.84;24.76
0.510062523;90.015999880;2021-11-24 12:14:29.402;24.7;24.54;24.62;24.82;25.3;24.82;24.84;24.64
0.510072789;90.902999695;2021-11-24 12:14:30.289;24.64;24.54;24.62;24.82;25.3;24.82;24.84;24.64
0.510085116;91.967999702;2021-11-24 12:14:31.354;24.64;24.54;24.62;24.82;25.38;24.82;24.84;24.64
0.510096123;92.918999749;2021-11-24 12:14:32.305;24.64;24.64;24.62;24.82;25.38;24.82;24.84;24.64
0.510096308;92.934999964;2021-11-24 12:14:32.321;24.64;24.64;24.7;24.82;25.38;24.82;24.84;24.64
0.510096690;92.967999936;2021-11-24 12:14:32.354;24.64;24.64;24.7;24.82;25.3;24.82;24.84;24.64
0.510097245;93.015999952;2021-11-24 12:14:32.402;24.64;24.64;24.7;24.82;25.3;24.82;24.84;24.72
0.510107697;93.918999983;2021-11-24 12:14:33.305;24.64;24.56;24.7;24.82;25.3;24.82;24.84;24.72
0.510107882;93.934999569;2021-11-24 12:14:33.321;24.64;24.56;24.64;24.82;25.3;24.82;24.84;24.72
0.510108819;94.015999557;2021-11-24 12:14:33.402;24.64;24.56;24.64;24.82;25.3;24.82;24.84;24.66
0.510153796;97.901999904;2021-11-24 12:14:37.288;24.72;24.56;24.64;24.82;25.3;24.82;24.84;24.66
0.510154745;97.983999434;2021-11-24 12:14:37.370;24.72;24.56;24.64;24.82;25.3;24.88;24.84;24.66
0.510176944;99.901999743;2021-11-24 12:14:39.288;24.78;24.56;24.64;24.82;25.3;24.88;24.84;24.66
0.510177130;99.917999958;2021-11-24 12:14:39.304;24.78;24.62;24.64;24.82;25.3;24.88;24.84;24.66
0.510188900;100.934999948;2021-11-24 12:14:40.321;24.78;24.62;24.74;24.82;25.3;24.88;24.84;24.66
0.510189086;100.950999535;2021-11-24 12:14:40.337;24.78;24.62;24.74;24.88;25.3;24.88;24.84;24.66
0.510211852;102.918000030;2021-11-24 12:14:42.304;24.78;24.72;24.74;24.88;25.3;24.88;24.84;24.66
0.510212604;102.982999803;2021-11-24 12:14:42.369;24.78;24.72;24.74;24.88;25.3;24.96;24.84;24.66
0.510223796;103.949999437;2021-11-24 12:14:43.336;24.78;24.72;24.74;24.98;25.3;24.96;24.84;24.66
0.510223993;103.966999822;2021-11-24 12:14:43.353;24.78;24.72;24.74;24.98;25.42;24.96;24.84;24.66
0.510224549;104.014999839;2021-11-24 12:14:43.401;24.78;24.72;24.74;24.98;25.42;24.96;24.84;24.72
0.510235000;104.917999869;2021-11-24 12:14:44.304;24.78;24.78;24.74;24.98;25.42;24.96;24.84;24.72
0.510235197;104.934999626;2021-11-24 12:14:44.321;24.78;24.78;24.82;24.98;25.42;24.96;24.84;24.72
0.510235556;104.965999885;2021-11-24 12:14:44.352;24.78;24.78;24.82;24.98;25.48;24.96;24.84;24.72
0.510235741;104.981999472;2021-11-24 12:14:44.368;24.78;24.78;24.82;24.98;25.48;25.14;24.84;24.72
0.510235926;104.997999687;2021-11-24 12:14:44.384;24.78;24.78;24.82;24.98;25.48;25.14;24.92;24.72
0.510236111;105.013999902;2021-11-24 12:14:44.400;24.78;24.78;24.82;24.98;25.48;25.14;24.92;24.78
0.510246389;105.901999888;2021-11-24 12:14:45.288;24.7;24.78;24.82;24.98;25.48;25.14;24.92;24.78
0.510246771;105.934999860;2021-11-24 12:14:45.321;24.7;24.78;24.9;24.98;25.48;25.14;24.92;24.78
0.510246956;105.950999446;2021-11-24 12:14:45.337;24.7;24.78;24.9;25.06;25.48;25.14;24.92;24.78
0.510247338;105.984000047;2021-11-24 12:14:45.370;24.7;24.78;24.9;25.06;25.48;25.2;24.92;24.78
0.510247708;106.015999848;2021-11-24 12:14:45.402;24.7;24.78;24.9;25.06;25.48;25.2;24.92;24.92
0.510257963;106.901999493;2021-11-24 12:14:46.288;24.62;24.78;24.9;25.06;25.48;25.2;24.92;24.92
0.510258160;106.918999879;2021-11-24 12:14:46.305;24.62;24.68;24.9;25.06;25.48;25.2;24.92;24.92
0.510258345;106.934999465;2021-11-24 12:14:46.321;24.62;24.68;24.84;25.06;25.48;25.2;24.92;24.92
0.510259097;106.999999867;2021-11-24 12:14:46.386;24.62;24.68;24.84;25.06;25.48;25.2;24.98;24.92
0.510269549;107.902999897;2021-11-24 12:14:47.289;24.68;24.68;24.84;25.06;25.48;25.2;24.98;24.92
0.510269734;107.918999484;2021-11-24 12:14:47.305;24.68;24.74;24.84;25.06;25.48;25.2;24.98;24.92
0.510281111;108.901999961;2021-11-24 12:14:48.288;24.78;24.74;24.84;25.06;25.48;25.2;24.98;24.92
0.510281875;108.967999904;2021-11-24 12:14:48.354;24.78;24.74;24.84;25.06;25.56;25.2;24.98;24.92
0.510282060;108.983999491;2021-11-24 12:14:48.370;24.78;24.74;24.84;25.06;25.56;25.32;24.98;24.92
0.510282245;108.999999706;2021-11-24 12:14:48.386;24.78;24.74;24.84;25.06;25.56;25.32;25.08;24.92
0.510282431;109.015999921;2021-11-24 12:14:48.402;24.78;24.74;24.84;25.06;25.56;25.32;25.08;25.06
0.510292697;109.902999736;2021-11-24 12:14:49.289;24.86;24.74;24.84;25.06;25.56;25.32;25.08;25.06
0.510292882;109.918999951;2021-11-24 12:14:49.305;24.86;24.86;24.84;25.06;25.56;25.32;25.08;25.06
0.510293067;109.934999538;2021-11-24 12:14:49.321;24.86;24.86;24.94;25.06;25.56;25.32;25.08;25.06
0.510293252;109.950999753;2021-11-24 12:14:49.337;24.86;24.86;24.94;25.16;25.56;25.32;25.08;25.06
0.510293438;109.966999968;2021-11-24 12:14:49.353;24.86;24.86;24.94;25.16;25.66;25.32;25.08;25.06
0.510293611;109.982000012;2021-11-24 12:14:49.368;24.86;24.86;24.94;25.16;25.66;25.6;25.08;25.06
0.510293796;109.997999598;2021-11-24 12:14:49.384;24.86;24.86;24.94;25.16;25.66;25.6;25.22;25.06
0.510293981;110.013999813;2021-11-24 12:14:49.400;24.86;24.86;24.94;25.16;25.66;25.6;25.22;27.7
0.510304271;110.902999970;2021-11-24 12:14:50.289;25.04;24.86;24.94;25.16;25.66;25.6;25.22;27.7
0.510304456;110.918999556;2021-11-24 12:14:50.305;25.04;25.02;24.94;25.16;25.66;25.6;25.22;27.7
0.510304641;110.934999771;2021-11-24 12:14:50.321;25.04;25.02;25.00;25.16;25.66;25.6;25.22;27.7
0.510305023;110.967999743;2021-11-24 12:14:50.354;25.04;25.02;25.00;25.16;25.72;25.6;25.22;27.7
0.510305208;110.983999958;2021-11-24 12:14:50.370;25.04;25.02;25.00;25.16;25.72;25.8;25.22;27.7
0.510305394;110.999999545;2021-11-24 12:14:50.386;25.04;25.02;25.00;25.16;25.72;25.8;25.36;27.7
0.510305579;111.015999760;2021-11-24 12:14:50.402;25.04;25.02;25.00;25.16;25.72;25.8;25.36;28.92
0.510316215;111.935000005;2021-11-24 12:14:51.321;25.04;25.02;25.06;25.16;25.72;25.8;25.36;28.92
0.510316400;111.950999591;2021-11-24 12:14:51.337;25.04;25.02;25.06;25.28;25.72;25.8;25.36;28.92
0.510316597;111.967999977;2021-11-24 12:14:51.354;25.04;25.02;25.06;25.28;25.84;25.8;25.36;28.92
0.510316782;111.983999563;2021-11-24 12:14:51.370;25.04;25.02;25.06;25.28;25.84;25.88;25.36;28.92
0.510316968;111.999999778;2021-11-24 12:14:51.386;25.04;25.02;25.06;25.28;25.84;25.88;25.46;28.92
0.510317153;112.015999993;2021-11-24 12:14:51.402;25.04;25.02;25.06;25.28;25.84;25.88;25.46;30.08
0.510327407;112.901999638;2021-11-24 12:14:52.288;25.12;25.02;25.06;25.28;25.84;25.88;25.46;30.08
0.510327593;112.917999853;2021-11-24 12:14:52.304;25.12;25.08;25.06;25.28;25.84;25.88;25.46;30.08
0.510328333;112.981999456;2021-11-24 12:14:52.368;25.12;25.08;25.06;25.28;25.84;26.08;25.46;30.08
0.510328519;112.997999671;2021-11-24 12:14:52.384;25.12;25.08;25.06;25.28;25.84;26.08;25.66;30.08
0.510328704;113.013999886;2021-11-24 12:14:52.400;25.12;25.08;25.06;25.28;25.84;26.08;25.66;31.12
0.510339178;113.918999629;2021-11-24 12:14:53.305;25.12;25.14;25.06;25.28;25.84;26.08;25.66;31.12
0.510339734;113.966999645;2021-11-24 12:14:53.353;25.12;25.14;25.06;25.28;25.9;26.08;25.66;31.12
0.510339907;113.981999690;2021-11-24 12:14:53.368;25.12;25.14;25.06;25.28;25.9;26.18;25.66;31.12
0.510340093;113.997999905;2021-11-24 12:14:53.384;25.12;25.14;25.06;25.28;25.9;26.18;25.78;31.12
0.510340278;114.013999491;2021-11-24 12:14:53.400;25.12;25.14;25.06;25.28;25.9;26.18;25.78;33.56
0.510350556;114.901999477;2021-11-24 12:14:54.288;24.94;25.14;25.06;25.28;25.9;26.18;25.78;33.56
0.510351111;114.949999494;2021-11-24 12:14:54.336;24.94;25.14;25.06;25.36;25.9;26.18;25.78;33.56
0.510351296;114.965999708;2021-11-24 12:14:54.352;24.94;25.14;25.06;25.36;25.96;26.18;25.78;33.56
0.510351481;114.981999923;2021-11-24 12:14:54.368;24.94;25.14;25.06;25.36;25.96;26.34;25.78;33.56
0.510351667;114.997999510;2021-11-24 12:14:54.384;24.94;25.14;25.06;25.36;25.96;26.34;25.92;33.56
0.510351852;115.013999725;2021-11-24 12:14:54.400;24.94;25.14;25.06;25.36;25.96;26.34;25.92;34.68
0.510362130;115.901999711;2021-11-24 12:14:55.288;24.82;25.14;25.06;25.36;25.96;26.34;25.92;34.68
0.510362326;115.918999468;2021-11-24 12:14:55.305;24.82;24.96;25.06;25.36;25.96;26.34;25.92;34.68
0.510362512;115.934999683;2021-11-24 12:14:55.321;24.82;24.96;25.12;25.36;25.96;26.34;25.92;34.68
0.510362685;115.949999727;2021-11-24 12:14:55.336;24.82;24.96;25.12;25.42;25.96;26.34;25.92;34.68
0.510363056;115.981999529;2021-11-24 12:14:55.368;24.82;24.96;25.12;25.42;25.96;26.48;25.92;34.68
0.510363241;115.997999744;2021-11-24 12:14:55.384;24.82;24.96;25.12;25.42;25.96;26.48;26.04;34.68
0.510363426;116.013999958;2021-11-24 12:14:55.400;24.82;24.96;25.12;25.42;25.96;26.48;26.04;35.9
