Time (of day);Time (seconds);Time;Channel0;Channel1;Channel2;Channel3;Channel4;Channel5;Channel6;Channel7;
0.64164642360992700;0.000000000;2021-11-19 15:23:58.251;26.14;25.28;25.14;25.08;25.38;25.48;24.94;24.6;
0.641646609;0.016000215;2021-11-19 15:23:58.267;26.14;25.7;25.14;25.08;25.38;25.48;24.94;24.6;
0.641646794;0.031999801;2021-11-19 15:23:58.283;26.14;25.7;29.2;25.08;25.38;25.48;24.94;24.6;
0.641646979;0.048000016;2021-11-19 15:23:58.299;26.14;25.7;29.2;39.62;25.38;25.48;24.94;24.6;
0.641647176;0.065000402;2021-11-19 15:23:58.316;26.14;25.7;29.2;39.62;46.4;25.48;24.94;24.6;
0.641647361;0.080999988;2021-11-19 15:23:58.332;26.14;25.7;29.2;39.62;46.4;363.9;24.94;24.6;
0.641647546;0.097000203;2021-11-19 15:23:58.348;26.14;25.7;29.2;39.62;46.4;363.9;192.14;24.6;
0.641647731;0.112999789;2021-11-19 15:23:58.364;26.14;25.7;29.2;39.62;46.4;363.9;192.14;146.78;
0.641658368;1.032000035;2021-11-19 15:23:59.283;26.14;25.7;29.3;39.62;46.4;363.9;192.14;146.78;
0.641658553;1.048000250;2021-11-19 15:23:59.299;26.14;25.7;29.3;40.08;46.4;363.9;192.14;146.78;
0.641658750;1.065000007;2021-11-19 15:23:59.316;26.14;25.7;29.3;40.08;48.24;363.9;192.14;146.78;
0.641658935;1.081000222;2021-11-19 15:23:59.332;26.14;25.7;29.3;40.08;48.24;343.8;192.14;146.78;
0.641659120;1.096999808;2021-11-19 15:23:59.348;26.14;25.7;29.3;40.08;48.24;343.8;191.98;146.78;
0.641659306;1.113000023;2021-11-19 15:23:59.364;26.14;25.7;29.3;40.08;48.24;343.8;191.98;144.04;
0.641669572;1.999999839;2021-11-19 15:24:00.251;26.22;25.7;29.3;40.08;48.24;343.8;191.98;144.04;
0.641669757;2.016000054;2021-11-19 15:24:00.267;26.22;25.78;29.3;40.08;48.24;343.8;191.98;144.04;
0.641669942;2.032000269;2021-11-19 15:24:00.283;26.22;25.78;29.4;40.08;48.24;343.8;191.98;144.04;
0.641670127;2.047999855;2021-11-19 15:24:00.299;26.22;25.78;29.4;40.68;48.24;343.8;191.98;144.04;
0.641670324;2.065000241;2021-11-19 15:24:00.316;26.22;25.78;29.4;40.68;49.14;343.8;191.98;144.04;
0.641670498;2.080000285;2021-11-19 15:24:00.331;26.22;25.78;29.4;40.68;49.14;334.22;191.98;144.04;
0.641670683;2.095999871;2021-11-19 15:24:00.347;26.22;25.78;29.4;40.68;49.14;334.22;190.96;144.04;
0.641670868;2.112000086;2021-11-19 15:24:00.363;26.22;25.78;29.4;40.68;49.14;334.22;190.96;141.38;
0.641681516;3.031999874;2021-11-19 15:24:01.283;26.22;25.78;29.54;40.68;49.14;334.22;190.96;141.38;
0.641681713;3.049000260;2021-11-19 15:24:01.300;26.22;25.78;29.54;41.12;49.14;334.22;190.96;141.38;
0.641681898;3.064999846;2021-11-19 15:24:01.316;26.22;25.78;29.54;41.12;50.12;334.22;190.96;141.38;
0.641682083;3.081000061;2021-11-19 15:24:01.332;26.22;25.78;29.54;41.12;50.12;326.28;190.96;141.38;
0.641682269;3.097000276;2021-11-19 15:24:01.348;26.22;25.78;29.54;41.12;50.12;326.28;190.82;141.38;
0.641682454;3.112999862;2021-11-19 15:24:01.364;26.22;25.78;29.54;41.12;50.12;326.28;190.82;139.88;
0.641693102;4.033000278;2021-11-19 15:24:02.284;26.22;25.78;29.6;41.12;50.12;326.28;190.82;139.88;
0.641693287;4.048999865;2021-11-19 15:24:02.300;26.22;25.78;29.6;41.7;50.12;326.28;190.82;139.88;
0.641693472;4.065000080;2021-11-19 15:24:02.316;26.22;25.78;29.6;41.7;51.08;326.28;190.82;139.88;
0.641693692;4.084000178;2021-11-19 15:24:02.335;26.22;25.78;29.6;41.7;51.08;320.06;190.82;139.88;
0.641693877;4.100000393;2021-11-19 15:24:02.351;26.22;25.78;29.6;41.7;51.08;320.06;191.04;139.88;
0.641694062;4.115999979;2021-11-19 15:24:02.367;26.22;25.78;29.6;41.7;51.08;320.06;191.04;139.12;
0.641704664;5.032000341;2021-11-19 15:24:03.283;26.22;25.78;29.68;41.7;51.08;320.06;191.04;139.12;
0.641704861;5.049000098;2021-11-19 15:24:03.300;26.22;25.78;29.68;42.04;51.08;320.06;191.04;139.12;
0.641705046;5.065000313;2021-11-19 15:24:03.316;26.22;25.78;29.68;42.04;52.9;320.06;191.04;139.12;
0.641705231;5.080999900;2021-11-19 15:24:03.332;26.22;25.78;29.68;42.04;52.9;310.98;191.04;139.12;
0.641705602;5.113000330;2021-11-19 15:24:03.364;26.22;25.78;29.68;42.04;52.9;310.98;191.04;137.84;
0.641716053;6.016000360;2021-11-19 15:24:04.267;26.22;25.86;29.68;42.04;52.9;310.98;191.04;137.84;
0.641716238;6.031999947;2021-11-19 15:24:04.283;26.22;25.86;29.88;42.04;52.9;310.98;191.04;137.84;
0.641716424;6.048000162;2021-11-19 15:24:04.299;26.22;25.86;29.88;42.66;52.9;310.98;191.04;137.84;
0.641716620;6.064999918;2021-11-19 15:24:04.316;26.22;25.86;29.88;42.66;54.28;310.98;191.04;137.84;
0.641716806;6.081000133;2021-11-19 15:24:04.332;26.22;25.86;29.88;42.66;54.28;309.36;191.04;137.84;
0.641716991;6.097000348;2021-11-19 15:24:04.348;26.22;25.86;29.88;42.66;54.28;309.36;190.1;137.84;
0.641717176;6.112999935;2021-11-19 15:24:04.364;26.22;25.86;29.88;42.66;54.28;309.36;190.1;136.36;
0.641727442;7.000000379;2021-11-19 15:24:05.251;26.38;25.86;29.88;42.66;54.28;309.36;190.1;136.36;
0.641727627;7.015999965;2021-11-19 15:24:05.267;26.38;26.06;29.88;42.66;54.28;309.36;190.1;136.36;
0.641727813;7.032000180;2021-11-19 15:24:05.283;26.38;26.06;30.14;42.66;54.28;309.36;190.1;136.36;
0.641728009;7.048999937;2021-11-19 15:24:05.300;26.38;26.06;30.14;43.52;54.28;309.36;190.1;136.36;
0.641728194;7.065000152;2021-11-19 15:24:05.316;26.38;26.06;30.14;43.52;56.32;309.36;190.1;136.36;
0.641728380;7.081000367;2021-11-19 15:24:05.332;26.38;26.06;30.14;43.52;56.32;308.8;190.1;136.36;
0.641728750;7.113000168;2021-11-19 15:24:05.364;26.38;26.06;30.14;43.52;56.32;308.8;190.1;134.6;
0.641739016;7.999999984;2021-11-19 15:24:06.251;26.52;26.06;30.14;43.52;56.32;308.8;190.1;134.6;
0.641739201;8.016000199;2021-11-19 15:24:06.267;26.52;26.18;30.14;43.52;56.32;308.8;190.1;134.6;
0.641739387;8.032000414;2021-11-19 15:24:06.283;26.52;26.18;30.86;43.52;56.32;308.8;190.1;134.6;
0.641739583;8.049000171;2021-11-19 15:24:06.300;26.52;26.18;30.86;45.74;56.32;308.8;190.1;134.6;
0.641739769;8.065000386;2021-11-19 15:24:06.316;26.52;26.18;30.86;45.74;60;308.8;190.1;134.6;
0.641739954;8.080999972;2021-11-19 15:24:06.332;26.52;26.18;30.86;45.74;60;307.72;190.1;134.6;
0.641740139;8.097000187;2021-11-19 15:24:06.348;26.52;26.18;30.86;45.74;60;307.72;189.84;134.6;
0.641740336;8.113999944;2021-11-19 15:24:06.365;26.52;26.18;30.86;45.74;60;307.72;189.84;134.4;
0.641750590;9.000000218;2021-11-19 15:24:07.251;26.64;26.18;30.86;45.74;60;307.72;189.84;134.4;
0.641750775;9.015999804;2021-11-19 15:24:07.267;26.64;26.3;30.86;45.74;60;307.72;189.84;134.4;
0.641750961;9.032000019;2021-11-19 15:24:07.283;26.64;26.3;31.24;45.74;60;307.72;189.84;134.4;
0.641751157;9.049000405;2021-11-19 15:24:07.300;26.64;26.3;31.24;47.04;60;307.72;189.84;134.4;
0.641751343;9.064999991;2021-11-19 15:24:07.316;26.64;26.3;31.24;47.04;76.96;307.72;189.84;134.4;
0.641751562;9.084000089;2021-11-19 15:24:07.335;26.64;26.3;31.24;47.04;76.96;304.48;189.84;134.4;
0.641751748;9.100000304;2021-11-19 15:24:07.351;26.64;26.3;31.24;47.04;76.96;304.48;188.74;134.4;
0.641751933;9.115999891;2021-11-19 15:24:07.367;26.64;26.3;31.24;47.04;76.96;304.48;188.74;134.52;
0.641762164;9.999999823;2021-11-19 15:24:08.251;26.74;26.3;31.24;47.04;76.96;304.48;188.74;134.52;
0.641762350;10.016000038;2021-11-19 15:24:08.267;26.74;26.42;31.24;47.04;76.96;304.48;188.74;134.52;
0.641762535;10.032000253;2021-11-19 15:24:08.283;26.74;26.42;31.56;47.04;76.96;304.48;188.74;134.52;
0.641762720;10.047999839;2021-11-19 15:24:08.299;26.74;26.42;31.56;48.34;76.96;304.48;188.74;134.52;
0.641762917;10.065000225;2021-11-19 15:24:08.316;26.74;26.42;31.56;48.34;91.56;304.48;188.74;134.52;
0.641763102;10.080999811;2021-11-19 15:24:08.332;26.74;26.42;31.56;48.34;91.56;305.24;188.74;134.52;
0.641763287;10.097000026;2021-11-19 15:24:08.348;26.74;26.42;31.56;48.34;91.56;305.24;186;134.52;
0.641763472;10.113000241;2021-11-19 15:24:08.364;26.74;26.42;31.56;48.34;91.56;305.24;186;131.26;
0.641773738;11.000000057;2021-11-19 15:24:09.251;26.96;26.42;31.56;48.34;91.56;305.24;186;131.26;
0.641773924;11.016000272;2021-11-19 15:24:09.267;26.96;26.66;31.56;48.34;91.56;305.24;186;131.26;
0.641774120;11.033000029;2021-11-19 15:24:09.284;26.96;26.66;31.9;48.34;91.56;305.24;186;131.26;
0.641774306;11.049000244;2021-11-19 15:24:09.300;26.96;26.66;31.9;49.66;91.56;305.24;186;131.26;
0.641774491;11.064999830;2021-11-19 15:24:09.316;26.96;26.66;31.9;49.66;107.52;305.24;186;131.26;
0.641774676;11.081000045;2021-11-19 15:24:09.332;26.96;26.66;31.9;49.66;107.52;304.52;186;131.26;
0.641774873;11.097999802;2021-11-19 15:24:09.349;26.96;26.66;31.9;49.66;107.52;304.52;185.08;131.26;
0.641775058;11.114000017;2021-11-19 15:24:09.365;26.96;26.66;31.9;49.66;107.52;304.52;185.08;130.5;
0.641785313;12.000000291;2021-11-19 15:24:10.251;27.04;26.66;31.9;49.66;107.52;304.52;185.08;130.5;
0.641785498;12.015999877;2021-11-19 15:24:10.267;27.04;26.78;31.9;49.66;107.52;304.52;185.08;130.5;
0.641785694;12.033000262;2021-11-19 15:24:10.284;27.04;26.78;32.64;49.66;107.52;304.52;185.08;130.5;
0.641785880;12.048999849;2021-11-19 15:24:10.300;27.04;26.78;32.64;52.22;107.52;304.52;185.08;130.5;
0.641786065;12.065000064;2021-11-19 15:24:10.316;27.04;26.78;32.64;52.22;119.4;304.52;185.08;130.5;
0.641786250;12.081000279;2021-11-19 15:24:10.332;27.04;26.78;32.64;52.22;119.4;303.86;185.08;130.5;
0.641786435;12.096999865;2021-11-19 15:24:10.348;27.04;26.78;32.64;52.22;119.4;303.86;184.06;130.5;
0.641786620;12.113000080;2021-11-19 15:24:10.364;27.04;26.78;32.64;52.22;119.4;303.86;184.06;129;
0.641796887;12.999999896;2021-11-19 15:24:11.251;27.16;26.78;32.64;52.22;119.4;303.86;184.06;129;
0.641797072;13.016000111;2021-11-19 15:24:11.267;27.16;26.84;32.64;52.22;119.4;303.86;184.06;129;
0.641797257;13.032000326;2021-11-19 15:24:11.283;27.16;26.84;32.92;52.22;119.4;303.86;184.06;129;
0.641797442;13.047999912;2021-11-19 15:24:11.299;27.16;26.84;32.92;53.44;119.4;303.86;184.06;129;
0.641797639;13.065000298;2021-11-19 15:24:11.316;27.16;26.84;32.92;53.44;131.12;303.86;184.06;129;
0.641797824;13.080999884;2021-11-19 15:24:11.332;27.16;26.84;32.92;53.44;131.12;303.54;184.06;129;
0.641798009;13.097000099;2021-11-19 15:24:11.348;27.16;26.84;32.92;53.44;131.12;303.54;183.36;129;
0.641798194;13.113000314;2021-11-19 15:24:11.364;27.16;26.84;32.92;53.44;131.12;303.54;183.36;127.9;
0.641808461;14.000000129;2021-11-19 15:24:12.251;27.22;26.84;32.92;53.44;131.12;303.54;183.36;127.9;
0.641808646;14.016000344;2021-11-19 15:24:12.267;27.22;26.92;32.92;53.44;131.12;303.54;183.36;127.9;
0.641808831;14.031999931;2021-11-19 15:24:12.283;27.22;26.92;33.16;53.44;131.12;303.54;183.36;127.9;
0.641809016;14.048000146;2021-11-19 15:24:12.299;27.22;26.92;33.16;54.82;131.12;303.54;183.36;127.9;
0.641809201;14.064000361;2021-11-19 15:24:12.315;27.22;26.92;33.16;54.82;135.94;303.54;183.36;127.9;
0.641809433;14.084000001;2021-11-19 15:24:12.335;27.22;26.92;33.16;54.82;135.94;302.38;183.36;127.9;
0.641809630;14.101000386;2021-11-19 15:24:12.352;27.22;26.92;33.16;54.82;135.94;302.38;181.96;127.9;
0.641809803;14.115999802;2021-11-19 15:24:12.367;27.22;26.92;33.16;54.82;135.94;302.38;181.96;126.86;
0.641820220;15.015999950;2021-11-19 15:24:13.267;27.22;27.06;33.16;54.82;135.94;302.38;181.96;126.86;
0.641820405;15.032000165;2021-11-19 15:24:13.283;27.22;27.06;33.44;54.82;135.94;302.38;181.96;126.86;
0.641820590;15.048000379;2021-11-19 15:24:13.299;27.22;27.06;33.44;56.24;135.94;302.38;181.96;126.86;
0.641820787;15.065000136;2021-11-19 15:24:13.316;27.22;27.06;33.44;56.24;139.7;302.38;181.96;126.86;
0.641820972;15.081000351;2021-11-19 15:24:13.332;27.22;27.06;33.44;56.24;139.7;301.86;181.96;126.86;
0.641821157;15.096999938;2021-11-19 15:24:13.348;27.22;27.06;33.44;56.24;139.7;301.86;181.12;126.86;
0.641821343;15.113000153;2021-11-19 15:24:13.364;27.22;27.06;33.44;56.24;139.7;301.86;181.12;126.6;
0.641831609;15.999999968;2021-11-19 15:24:14.251;27.38;27.06;33.44;56.24;139.7;301.86;181.12;126.6;
0.641831979;16.032000398;2021-11-19 15:24:14.283;27.38;27.06;34;56.24;139.7;301.86;181.12;126.6;
0.641832176;16.049000155;2021-11-19 15:24:14.300;27.38;27.06;34;59.38;139.7;301.86;181.12;126.6;
0.641832361;16.065000370;2021-11-19 15:24:14.316;27.38;27.06;34;59.38;140.12;301.86;181.12;126.6;
0.641832546;16.080999956;2021-11-19 15:24:14.332;27.38;27.06;34;59.38;140.12;300.42;181.12;126.6;
0.641832731;16.097000171;2021-11-19 15:24:14.348;27.38;27.06;34;59.38;140.12;300.42;180.54;126.6;
0.641832917;16.113000386;2021-11-19 15:24:14.364;27.38;27.06;34;59.38;140.12;300.42;180.54;125.62;
0.641843368;17.015999788;2021-11-19 15:24:15.267;27.38;27.2;34;59.38;140.12;300.42;180.54;125.62;
0.641843565;17.033000174;2021-11-19 15:24:15.284;27.38;27.2;34.24;59.38;140.12;300.42;180.54;125.62;
0.641843750;17.049000389;2021-11-19 15:24:15.300;27.38;27.2;34.24;60.86;140.12;300.42;180.54;125.62;
0.641843935;17.064999975;2021-11-19 15:24:15.316;27.38;27.2;34.24;60.86;137.9;300.42;180.54;125.62;
0.641844120;17.081000190;2021-11-19 15:24:15.332;27.38;27.2;34.24;60.86;137.9;296.1;180.54;125.62;
0.641844306;17.097000405;2021-11-19 15:24:15.348;27.38;27.2;34.24;60.86;137.9;296.1;179.62;125.62;
0.641844491;17.112999992;2021-11-19 15:24:15.364;27.38;27.2;34.24;60.86;137.9;296.1;179.62;124.28;
0.641854942;18.016000022;2021-11-19 15:24:16.267;27.38;27.26;34.24;60.86;137.9;296.1;179.62;124.28;
0.641855127;18.032000237;2021-11-19 15:24:16.283;27.38;27.26;34.52;60.86;137.9;296.1;179.62;124.28;
0.641855324;18.048999994;2021-11-19 15:24:16.300;27.38;27.26;34.52;62.42;137.9;296.1;179.62;124.28;
0.641855509;18.065000209;2021-11-19 15:24:16.316;27.38;27.26;34.52;62.42;133.48;296.1;179.62;124.28;
0.641855694;18.080999795;2021-11-19 15:24:16.332;27.38;27.26;34.52;62.42;133.48;306.24;179.62;124.28;
0.641855880;18.097000010;2021-11-19 15:24:16.348;27.38;27.26;34.52;62.42;133.48;306.24;177.7;124.28;
0.641856065;18.113000225;2021-11-19 15:24:16.364;27.38;27.26;34.52;62.42;133.48;306.24;177.7;121.7;
0.641866516;19.016000256;2021-11-19 15:24:17.267;27.38;27.4;34.52;62.42;133.48;306.24;177.7;121.7;
0.641866701;19.031999842;2021-11-19 15:24:17.283;27.38;27.4;34.76;62.42;133.48;306.24;177.7;121.7;
0.641866887;19.048000057;2021-11-19 15:24:17.299;27.38;27.4;34.76;64.16;133.48;306.24;177.7;121.7;
0.641867083;19.064999814;2021-11-19 15:24:17.316;27.38;27.4;34.76;64.16;129.62;306.24;177.7;121.7;
0.641867303;19.083999912;2021-11-19 15:24:17.335;27.38;27.4;34.76;64.16;129.62;311.94;177.7;121.7;
0.641867488;19.100000127;2021-11-19 15:24:17.351;27.38;27.4;34.76;64.16;129.62;311.94;176.46;121.7;
0.641867674;19.116000342;2021-11-19 15:24:17.367;27.38;27.4;34.76;64.16;129.62;311.94;176.46;121.44;
0.641878102;20.017000032;2021-11-19 15:24:18.268;27.38;27.46;34.76;64.16;129.62;311.94;176.46;121.44;
0.641878287;20.033000247;2021-11-19 15:24:18.284;27.38;27.46;35.3;64.16;129.62;311.94;176.46;121.44;
0.641878472;20.048999833;2021-11-19 15:24:18.300;27.38;27.46;35.3;68.36;129.62;311.94;176.46;121.44;
0.641878657;20.065000048;2021-11-19 15:24:18.316;27.38;27.46;35.3;68.36;126.9;311.94;176.46;121.44;
0.641878843;20.081000263;2021-11-19 15:24:18.332;27.38;27.46;35.3;68.36;126.9;314.88;176.46;121.44;
0.641879028;20.096999849;2021-11-19 15:24:18.348;27.38;27.46;35.3;68.36;126.9;314.88;175.48;121.44;
0.641889850;21.032000310;2021-11-19 15:24:19.283;27.38;27.46;35.62;68.36;126.9;314.88;175.48;121.44;
0.641890035;21.047999896;2021-11-19 15:24:19.299;27.38;27.46;35.62;70.68;126.9;314.88;175.48;121.44;
0.641890220;21.064000111;2021-11-19 15:24:19.315;27.38;27.46;35.62;70.68;125.06;314.88;175.48;121.44;
0.641890405;21.080000326;2021-11-19 15:24:19.331;27.38;27.46;35.62;70.68;125.06;315.14;175.48;121.44;
0.641890590;21.095999912;2021-11-19 15:24:19.347;27.38;27.46;35.62;70.68;125.06;315.14;174.82;121.44;
0.641890787;21.113000298;2021-11-19 15:24:19.364;27.38;27.46;35.62;70.68;125.06;315.14;174.82;121.14;
0.641901053;22.000000114;2021-11-19 15:24:20.251;27.46;27.46;35.62;70.68;125.06;315.14;174.82;121.14;
0.641901238;22.016000329;2021-11-19 15:24:20.267;27.46;27.54;35.62;70.68;125.06;315.14;174.82;121.14;
0.641901435;22.033000086;2021-11-19 15:24:20.284;27.46;27.54;35.98;70.68;125.06;315.14;174.82;121.14;
0.641901620;22.049000300;2021-11-19 15:24:20.300;27.46;27.54;35.98;72.8;125.06;315.14;174.82;121.14;
0.641901806;22.064999887;2021-11-19 15:24:20.316;27.46;27.54;35.98;72.8;120.88;315.14;174.82;121.14;
0.641901991;22.081000102;2021-11-19 15:24:20.332;27.46;27.54;35.98;72.8;120.88;312.24;174.82;121.14;
0.641902176;22.097000317;2021-11-19 15:24:20.348;27.46;27.54;35.98;72.8;120.88;312.24;174.3;121.14;
0.641902361;22.112999903;2021-11-19 15:24:20.364;27.46;27.54;35.98;72.8;120.88;312.24;174.3;119.36;
0.641912812;23.015999934;2021-11-19 15:24:21.267;27.46;27.68;35.98;72.8;120.88;312.24;174.3;119.36;
0.641912998;23.032000149;2021-11-19 15:24:21.283;27.46;27.68;36.3;72.8;120.88;312.24;174.3;119.36;
0.641913183;23.048000364;2021-11-19 15:24:21.299;27.46;27.68;36.3;74.78;120.88;312.24;174.3;119.36;
0.641913380;23.065000121;2021-11-19 15:24:21.316;27.46;27.68;36.3;74.78;119.76;312.24;174.3;119.36;
0.641913565;23.081000336;2021-11-19 15:24:21.332;27.46;27.68;36.3;74.78;119.76;310.14;174.3;119.36;
0.641913750;23.096999922;2021-11-19 15:24:21.348;27.46;27.68;36.3;74.78;119.76;310.14;173.58;119.36;
0.641913935;23.113000137;2021-11-19 15:24:21.364;27.46;27.68;36.3;74.78;119.76;310.14;173.58;118.4;
0.641924201;23.999999953;2021-11-19 15:24:22.251;27.52;27.68;36.3;74.78;119.76;310.14;173.58;118.4;
0.641924387;24.016000167;2021-11-19 15:24:22.267;27.52;27.78;36.3;74.78;119.76;310.14;173.58;118.4;
0.641924583;24.032999924;2021-11-19 15:24:22.284;27.52;27.78;37;74.78;119.76;310.14;173.58;118.4;
0.641924769;24.049000139;2021-11-19 15:24:22.300;27.52;27.78;37;78.94;119.76;310.14;173.58;118.4;
0.641924954;24.065000354;2021-11-19 15:24:22.316;27.52;27.78;37;78.94;118.16;310.14;173.58;118.4;
0.641925174;24.083999824;2021-11-19 15:24:22.335;27.52;27.78;37;78.94;118.16;307.52;173.58;118.4;
0.641925359;24.100000039;2021-11-19 15:24:22.351;27.52;27.78;37;78.94;118.16;307.52;172.48;118.4;
0.641925544;24.116000254;2021-11-19 15:24:22.367;27.52;27.78;37;78.94;118.16;307.52;172.48;117.84;
0.641935961;25.016000401;2021-11-19 15:24:23.267;27.52;27.84;37;78.94;118.16;307.52;172.48;117.84;
0.641936157;25.033000158;2021-11-19 15:24:23.284;27.52;27.84;37.42;78.94;118.16;307.52;172.48;117.84;
0.641936343;25.049000373;2021-11-19 15:24:23.300;27.52;27.84;37.42;81.14;118.16;307.52;172.48;117.84;
0.641936528;25.064999959;2021-11-19 15:24:23.316;27.52;27.84;37.42;81.14;114.92;307.52;172.48;117.84;
0.641936713;25.081000174;2021-11-19 15:24:23.332;27.52;27.84;37.42;81.14;114.92;301.7;172.48;117.84;
0.641936898;25.097000389;2021-11-19 15:24:23.348;27.52;27.84;37.42;81.14;114.92;301.7;171.3;117.84;
0.641937083;25.112999976;2021-11-19 15:24:23.364;27.52;27.84;37.42;81.14;114.92;301.7;171.3;116.76;
0.641947350;25.999999791;2021-11-19 15:24:24.251;27.6;27.84;37.42;81.14;114.92;301.7;171.3;116.76;
0.641947535;26.016000006;2021-11-19 15:24:24.267;27.6;27.96;37.42;81.14;114.92;301.7;171.3;116.76;
0.641947720;26.032000221;2021-11-19 15:24:24.283;27.6;27.96;37.86;81.14;114.92;301.7;171.3;116.76;
0.641947917;26.048999978;2021-11-19 15:24:24.300;27.6;27.96;37.86;83.7;114.92;301.7;171.3;116.76;
0.641948102;26.065000193;2021-11-19 15:24:24.316;27.6;27.96;37.86;83.7;114.6;301.7;171.3;116.76;
0.641948287;26.081000408;2021-11-19 15:24:24.332;27.6;27.96;37.86;83.7;114.6;298.18;171.3;116.76;
0.641948472;26.096999995;2021-11-19 15:24:24.348;27.6;27.96;37.86;83.7;114.6;298.18;169.74;116.76;
0.641948657;26.113000209;2021-11-19 15:24:24.364;27.6;27.96;37.86;83.7;114.6;298.18;169.74;115.08;
0.641958924;27.000000025;2021-11-19 15:24:25.251;27.72;27.96;37.86;83.7;114.6;298.18;169.74;115.08;
0.641959109;27.016000240;2021-11-19 15:24:25.267;27.72;28.1;37.86;83.7;114.6;298.18;169.74;115.08;
0.641959294;27.031999826;2021-11-19 15:24:25.283;27.72;28.1;38.3;83.7;114.6;298.18;169.74;115.08;
0.641959491;27.049000212;2021-11-19 15:24:25.300;27.72;28.1;38.3;86.6;114.6;298.18;169.74;115.08;
0.641959676;27.064999798;2021-11-19 15:24:25.316;27.72;28.1;38.3;86.6;114.76;298.18;169.74;115.08;
0.641959850;27.079999843;2021-11-19 15:24:25.331;27.72;28.1;38.3;86.6;114.76;294.8;169.74;115.08;
0.641960035;27.096000058;2021-11-19 15:24:25.347;27.72;28.1;38.3;86.6;114.76;294.8;169.06;115.08;
0.641960220;27.112000273;2021-11-19 15:24:25.363;27.72;28.1;38.3;86.6;114.76;294.8;169.06;114.42;
0.641970498;28.000000259;2021-11-19 15:24:26.251;27.66;28.1;38.3;86.6;114.76;294.8;169.06;114.42;
0.641970868;28.032000060;2021-11-19 15:24:26.283;27.66;28.1;39.1;86.6;114.76;294.8;169.06;114.42;
0.641971065;28.048999817;2021-11-19 15:24:26.300;27.66;28.1;39.1;93.64;114.76;294.8;169.06;114.42;
0.641971250;28.065000032;2021-11-19 15:24:26.316;27.66;28.1;39.1;93.64;114.82;294.8;169.06;114.42;
0.641971435;28.081000247;2021-11-19 15:24:26.332;27.66;28.1;39.1;93.64;114.82;291.52;169.06;114.42;
0.641971620;28.096999833;2021-11-19 15:24:26.348;27.66;28.1;39.1;93.64;114.82;291.52;168.42;114.42;
0.641971806;28.113000048;2021-11-19 15:24:26.364;27.66;28.1;39.1;93.64;114.82;291.52;168.42;113.52;
0.641982257;29.016000079;2021-11-19 15:24:27.267;27.66;28.22;39.1;93.64;114.82;291.52;168.42;113.52;
0.641982442;29.032000294;2021-11-19 15:24:27.283;27.66;28.22;39.46;93.64;114.82;291.52;168.42;113.52;
0.641982627;29.047999880;2021-11-19 15:24:27.299;27.66;28.22;39.46;97.16;114.82;291.52;168.42;113.52;
0.641982824;29.065000266;2021-11-19 15:24:27.316;27.66;28.22;39.46;97.16;115.94;291.52;168.42;113.52;
0.641983044;29.084000364;2021-11-19 15:24:27.335;27.66;28.22;39.46;97.16;115.94;285.92;168.42;113.52;
0.641983229;29.099999950;2021-11-19 15:24:27.351;27.66;28.22;39.46;97.16;115.94;285.92;167.9;113.52;
0.641983414;29.116000165;2021-11-19 15:24:27.367;27.66;28.22;39.46;97.16;115.94;285.92;167.9;112.78;
0.641994016;30.031999899;2021-11-19 15:24:28.283;27.66;28.22;39.86;97.16;115.94;285.92;167.9;112.78;
0.641994201;30.048000114;2021-11-19 15:24:28.299;27.66;28.22;39.86;99.86;115.94;285.92;167.9;112.78;
0.641994398;30.064999871;2021-11-19 15:24:28.316;27.66;28.22;39.86;99.86;116.9;285.92;167.9;112.78;
0.641994572;30.079999915;2021-11-19 15:24:28.331;27.66;28.22;39.86;99.86;116.9;283.1;167.9;112.78;
0.641994769;30.097000301;2021-11-19 15:24:28.348;27.66;28.22;39.86;99.86;116.9;283.1;166.86;112.78;
0.641994954;30.112999887;2021-11-19 15:24:28.364;27.66;28.22;39.86;99.86;116.9;283.1;166.86;111.4;
0.642005405;31.015999918;2021-11-19 15:24:29.267;27.66;28.28;39.86;99.86;116.9;283.1;166.86;111.4;
0.642005590;31.032000133;2021-11-19 15:24:29.283;27.66;28.28;40.2;99.86;116.9;283.1;166.86;111.4;
0.642005787;31.048999890;2021-11-19 15:24:29.300;27.66;28.28;40.2;102.54;116.9;283.1;166.86;111.4;
0.642006157;31.081000320;2021-11-19 15:24:29.332;27.66;28.28;40.2;102.54;116.9;279.6;166.86;111.4;
0.642006343;31.096999906;2021-11-19 15:24:29.348;27.66;28.28;40.2;102.54;116.9;279.6;166.34;111.4;
0.642006528;31.113000121;2021-11-19 15:24:29.364;27.66;28.28;40.2;102.54;116.9;279.6;166.34;111;
0.642016979;32.016000152;2021-11-19 15:24:30.267;27.66;28.4;40.2;102.54;116.9;279.6;166.34;111;
0.642017164;32.032000367;2021-11-19 15:24:30.283;27.66;28.4;41.06;102.54;116.9;279.6;166.34;111;
0.642017350;32.047999953;2021-11-19 15:24:30.299;27.66;28.4;41.06;106.26;116.9;279.6;166.34;111;
0.642017546;32.065000339;2021-11-19 15:24:30.316;27.66;28.4;41.06;106.26;117.56;279.6;166.34;111;
0.642017731;32.080999925;2021-11-19 15:24:30.332;27.66;28.4;41.06;106.26;117.56;274.58;166.34;111;
