Time (Days);Time (seconds);Time;Channel0;Channel1;Channel2;Channel3;Channel4;Channel5;Channel6;Channel7
0.494981539;162.0351085;2021-11-24 11:52:46.405;25;25.28;25.62;27;32.2;44.3;48.28;78.84
0.494992141;162.9511089;2021-11-24 11:52:47.321;25;25.28;25.5;27;32.2;44.3;48.28;78.84
0.494992512;162.9831087;2021-11-24 11:52:47.353;25;25.28;25.5;27;32.48;44.3;48.28;78.84
0.494992697;162.9991089;2021-11-24 11:52:47.369;25;25.28;25.5;27;32.48;44.58;48.28;78.84
0.494992882;163.0151091;2021-11-24 11:52:47.385;25;25.28;25.5;27;32.48;44.58;49.06;78.84
0.494993067;163.0311087;2021-11-24 11:52:47.401;25;25.28;25.5;27;32.48;44.58;49.06;76.62
0.495003333;163.9181085;2021-11-24 11:52:48.288;24.94;25.28;25.5;27;32.48;44.58;49.06;76.62
0.495003889;163.9661085;2021-11-24 11:52:48.336;24.94;25.28;25.5;27.08;32.48;44.58;49.06;76.62
0.495004074;163.9821087;2021-11-24 11:52:48.352;24.94;25.28;25.5;27.08;32.56;44.58;49.06;76.62
0.495004259;163.9981089;2021-11-24 11:52:48.368;24.94;25.28;25.5;27.08;32.56;45.18;49.06;76.62
0.495004444;164.0141085;2021-11-24 11:52:48.384;24.94;25.28;25.5;27.08;32.56;45.18;51.94;76.62
0.49500463;164.0301087;2021-11-24 11:52:48.400;24.94;25.28;25.5;27.08;32.56;45.18;51.94;75.84
0.495014919;164.9191089;2021-11-24 11:52:49.289;25.06;25.28;25.5;27.08;32.56;45.18;51.94;75.84
0.495015104;164.9351085;2021-11-24 11:52:49.305;25.06;25.38;25.5;27.08;32.56;45.18;51.94;75.84
0.495015289;164.9511087;2021-11-24 11:52:49.321;25.06;25.38;25.62;27.08;32.56;45.18;51.94;75.84
0.49501566;164.9831085;2021-11-24 11:52:49.353;25.06;25.38;25.62;27.08;32.86;45.18;51.94;75.84
0.495015833;164.9981085;2021-11-24 11:52:49.368;25.06;25.38;25.62;27.08;32.86;45.42;51.94;75.84
0.495016019;165.0141088;2021-11-24 11:52:49.384;25.06;25.38;25.62;27.08;32.86;45.42;52.22;75.84
0.495016204;165.030109;2021-11-24 11:52:49.400;25.06;25.38;25.62;27.08;32.86;45.42;52.22;67.48
0.495027049;165.9671085;2021-11-24 11:52:50.337;25.06;25.38;25.62;27.18;32.86;45.42;52.22;67.48
0.495027234;165.9831087;2021-11-24 11:52:50.353;25.06;25.38;25.62;27.18;33.04;45.42;52.22;67.48
0.495027419;165.999109;2021-11-24 11:52:50.369;25.06;25.38;25.62;27.18;33.04;45.7;52.22;67.48
0.495027604;166.0151085;2021-11-24 11:52:50.385;25.06;25.38;25.62;27.18;33.04;45.7;52.96;67.48
0.495027789;166.0311088;2021-11-24 11:52:50.401;25.06;25.38;25.62;27.18;33.04;45.7;52.96;64.9
0.495038484;166.9551086;2021-11-24 11:52:51.325;25.06;25.38;25.68;27.18;33.04;45.7;52.96;64.9
0.495038866;166.9881086;2021-11-24 11:52:51.358;25.06;25.38;25.68;27.18;32.92;45.7;52.96;64.9
0.495039236;167.020109;2021-11-24 11:52:51.390;25.06;25.38;25.68;27.18;32.92;45.7;53.72;64.9
0.495039421;167.0361086;2021-11-24 11:52:51.406;25.06;25.38;25.68;27.18;32.92;45.7;53.72;63.3
0.495050382;167.9831086;2021-11-24 11:52:52.353;25.06;25.38;25.68;27.18;33;45.7;53.72;63.3
0.495050567;167.9991088;2021-11-24 11:52:52.369;25.06;25.38;25.68;27.18;33;46.34;53.72;63.3
0.495050937;168.0311086;2021-11-24 11:52:52.401;25.06;25.38;25.68;27.18;33;46.34;53.72;61.04
0.495061204;168.918109;2021-11-24 11:52:53.288;24.92;25.38;25.68;27.18;33;46.34;53.72;61.04
0.495061771;168.9671086;2021-11-24 11:52:53.337;24.92;25.38;25.68;27.24;33;46.34;53.72;61.04
0.495061956;168.9831088;2021-11-24 11:52:53.353;24.92;25.38;25.68;27.24;33.24;46.34;53.72;61.04
0.49506213;168.9981089;2021-11-24 11:52:53.368;24.92;25.38;25.68;27.24;33.24;46.64;53.72;61.04
0.4950625;169.0301087;2021-11-24 11:52:53.400;24.92;25.38;25.68;27.24;33.24;46.64;53.72;57.2
0.495072778;169.9181086;2021-11-24 11:52:54.288;25.06;25.38;25.68;27.24;33.24;46.64;53.72;57.2
0.49507316;169.9511086;2021-11-24 11:52:54.321;25.06;25.38;25.62;27.24;33.24;46.64;53.72;57.2
0.495073704;169.9981091;2021-11-24 11:52:54.368;25.06;25.38;25.62;27.24;33.24;46.92;53.72;57.2
0.495073889;170.0141087;2021-11-24 11:52:54.384;25.06;25.38;25.62;27.24;33.24;46.92;53.1;57.2
0.495074074;170.0301089;2021-11-24 11:52:54.400;25.06;25.38;25.62;27.24;33.24;46.92;53.1;57.36
0.495084352;170.9181089;2021-11-24 11:52:55.288;25.14;25.38;25.62;27.24;33.24;46.92;53.1;57.36
0.495084745;170.952109;2021-11-24 11:52:55.322;25.14;25.38;25.72;27.24;33.24;46.92;53.1;57.36
0.495084919;170.9671091;2021-11-24 11:52:55.337;25.14;25.38;25.72;27.3;33.24;46.92;53.1;57.36
0.495085104;170.9831086;2021-11-24 11:52:55.353;25.14;25.38;25.72;27.3;33.02;46.92;53.1;57.36
0.495085301;171.000109;2021-11-24 11:52:55.370;25.14;25.38;25.72;27.3;33.02;47.36;53.1;57.36
0.495085475;171.0151091;2021-11-24 11:52:55.385;25.14;25.38;25.72;27.3;33.02;47.36;52.82;57.36
0.49508566;171.0311087;2021-11-24 11:52:55.401;25.14;25.38;25.72;27.3;33.02;47.36;52.82;57.26
0.495095926;171.9181091;2021-11-24 11:52:56.288;25.22;25.38;25.72;27.3;33.02;47.36;52.82;57.26
0.495096725;171.9871089;2021-11-24 11:52:56.357;25.22;25.38;25.72;27.3;32.94;47.36;52.82;57.26
0.49509691;172.0031085;2021-11-24 11:52:56.373;25.22;25.38;25.72;27.3;32.94;47.98;52.82;57.26
0.495097095;172.0191087;2021-11-24 11:52:56.389;25.22;25.38;25.72;27.3;32.94;47.98;52.44;57.26
0.49509728;172.035109;2021-11-24 11:52:56.405;25.22;25.38;25.72;27.3;32.94;47.98;52.44;56.7
0.495108437;172.9991087;2021-11-24 11:52:57.369;25.22;25.38;25.72;27.3;32.94;48.54;52.44;56.7
0.495108634;173.0161091;2021-11-24 11:52:57.386;25.22;25.38;25.72;27.3;32.94;48.54;51.84;56.7
0.495108819;173.0321087;2021-11-24 11:52:57.402;25.22;25.38;25.72;27.3;32.94;48.54;51.84;53.78
0.495119271;173.9351087;2021-11-24 11:52:58.305;25.22;25.32;25.72;27.3;32.94;48.54;51.84;53.78
0.495119456;173.9511089;2021-11-24 11:52:58.321;25.22;25.32;25.66;27.3;32.94;48.54;51.84;53.78
0.495119641;173.9671085;2021-11-24 11:52:58.337;25.22;25.32;25.66;27.24;32.94;48.54;51.84;53.78
0.495119826;173.9831087;2021-11-24 11:52:58.353;25.22;25.32;25.66;27.24;32.84;48.54;51.84;53.78
0.495120012;173.9991089;2021-11-24 11:52:58.369;25.22;25.32;25.66;27.24;32.84;48.82;51.84;53.78
0.495120197;174.0151085;2021-11-24 11:52:58.385;25.22;25.32;25.66;27.24;32.84;48.82;51.54;53.78
0.49512037;174.0301086;2021-11-24 11:52:58.400;25.22;25.32;25.66;27.24;32.84;48.82;51.54;52.9
0.4951314;174.983109;2021-11-24 11:52:59.353;25.22;25.32;25.66;27.24;33.12;48.82;51.54;52.9
0.495131586;174.9991085;2021-11-24 11:52:59.369;25.22;25.32;25.66;27.24;33.12;49.1;51.54;52.9
0.495131782;175.0161089;2021-11-24 11:52:59.386;25.22;25.32;25.66;27.24;33.12;49.1;51.64;52.9
0.495131968;175.0321085;2021-11-24 11:52:59.402;25.22;25.32;25.66;27.24;33.12;49.1;51.64;52.7
0.495142604;175.9511088;2021-11-24 11:53:00.321;25.22;25.32;25.72;27.24;33.12;49.1;51.64;52.7
0.495142789;175.967109;2021-11-24 11:53:00.337;25.22;25.32;25.72;27.3;33.12;49.1;51.64;52.7
0.495142975;175.9831086;2021-11-24 11:53:00.353;25.22;25.32;25.72;27.3;33.36;49.1;51.64;52.7
0.49514316;175.9991088;2021-11-24 11:53:00.369;25.22;25.32;25.72;27.3;33.36;50.04;51.64;52.7
0.495143345;176.015109;2021-11-24 11:53:00.385;25.22;25.32;25.72;27.3;33.36;50.04;52.1;52.7
0.49514353;176.0311086;2021-11-24 11:53:00.401;25.22;25.32;25.72;27.3;33.36;50.04;52.1;52.06
0.495153796;176.918109;2021-11-24 11:53:01.288;25.3;25.32;25.72;27.3;33.36;50.04;52.1;52.06
0.495153993;176.9351088;2021-11-24 11:53:01.305;25.3;25.38;25.72;27.3;33.36;50.04;52.1;52.06
0.495154595;176.9871088;2021-11-24 11:53:01.357;25.3;25.38;25.72;27.3;33.52;50.04;52.1;52.06
0.49515478;177.0031091;2021-11-24 11:53:01.373;25.3;25.38;25.72;27.3;33.52;50.56;52.1;52.06
0.495154965;177.0191086;2021-11-24 11:53:01.389;25.3;25.38;25.72;27.3;33.52;50.56;52.02;52.06
0.49515515;177.0351089;2021-11-24 11:53:01.405;25.3;25.38;25.72;27.3;33.52;50.56;52.02;51.24
0.49516537;177.9181086;2021-11-24 11:53:02.288;25.36;25.38;25.72;27.3;33.52;50.56;52.02;51.24
0.495165741;177.9501091;2021-11-24 11:53:02.320;25.36;25.38;25.8;27.3;33.52;50.56;52.02;51.24
0.495165938;177.9671088;2021-11-24 11:53:02.337;25.36;25.38;25.8;27.44;33.52;50.56;52.02;51.24
0.495166123;177.983109;2021-11-24 11:53:02.353;25.36;25.38;25.8;27.44;33.72;50.56;52.02;51.24
0.495166296;177.9981091;2021-11-24 11:53:02.368;25.36;25.38;25.8;27.44;33.72;51.08;52.02;51.24
0.495166667;178.0301089;2021-11-24 11:53:02.400;25.36;25.38;25.8;27.44;33.72;51.08;52.02;50.98
0.495177326;178.9511088;2021-11-24 11:53:03.321;25.36;25.38;25.88;27.44;33.72;51.08;52.02;50.98
0.495177512;178.967109;2021-11-24 11:53:03.337;25.36;25.38;25.88;27.56;33.72;51.08;52.02;50.98
0.495177697;178.9831086;2021-11-24 11:53:03.353;25.36;25.38;25.88;27.56;34.02;51.08;52.02;50.98
0.495177882;178.9991088;2021-11-24 11:53:03.369;25.36;25.38;25.88;27.56;34.02;51.64;52.02;50.98
0.495178056;179.0141089;2021-11-24 11:53:03.384;25.36;25.38;25.88;27.56;34.02;51.64;51.96;50.98
0.495178241;179.0301091;2021-11-24 11:53:03.400;25.36;25.38;25.88;27.56;34.02;51.64;51.96;50.34
0.495189086;179.9671087;2021-11-24 11:53:04.337;25.36;25.38;25.88;27.62;34.02;51.64;51.96;50.34
0.495189456;179.9991091;2021-11-24 11:53:04.369;25.36;25.38;25.88;27.62;34.02;53.06;51.96;50.34
0.495189641;180.0151087;2021-11-24 11:53:04.385;25.36;25.38;25.88;27.62;34.02;53.06;50.7;50.34
0.495189826;180.0311089;2021-11-24 11:53:04.401;25.36;25.38;25.88;27.62;34.02;53.06;50.7;48.5
0.495200093;180.9181087;2021-11-24 11:53:05.288;25.44;25.38;25.88;27.62;34.02;53.06;50.7;48.5
0.495200289;180.9351091;2021-11-24 11:53:05.305;25.44;25.44;25.88;27.62;34.02;53.06;50.7;48.5
0.495200845;180.9831091;2021-11-24 11:53:05.353;25.44;25.44;25.88;27.62;34.2;53.06;50.7;48.5
0.495201019;180.9981085;2021-11-24 11:53:05.368;25.44;25.44;25.88;27.62;34.2;53.88;50.7;48.5
0.495201204;181.0141087;2021-11-24 11:53:05.384;25.44;25.44;25.88;27.62;34.2;53.88;50.26;48.5
0.495201389;181.0301089;2021-11-24 11:53:05.400;25.44;25.44;25.88;27.62;34.2;53.88;50.26;47.36
0.495211667;181.9181089;2021-11-24 11:53:06.288;25.34;25.44;25.88;27.62;34.2;53.88;50.26;47.36
0.495212465;181.9871088;2021-11-24 11:53:06.357;25.34;25.44;25.88;27.62;34.28;53.88;50.26;47.36
0.49521265;182.003109;2021-11-24 11:53:06.373;25.34;25.44;25.88;27.62;34.28;54.86;50.26;47.36
0.495212836;182.0191086;2021-11-24 11:53:06.389;25.34;25.44;25.88;27.62;34.28;54.86;50.58;47.36
0.495213021;182.0351088;2021-11-24 11:53:06.405;25.34;25.44;25.88;27.62;34.28;54.86;50.58;46.36
0.495223241;182.9181085;2021-11-24 11:53:07.288;25.28;25.44;25.88;27.62;34.28;54.86;50.58;46.36
0.495223993;182.9831089;2021-11-24 11:53:07.353;25.28;25.44;25.88;27.62;34.96;54.86;50.58;46.36
0.495224167;182.998109;2021-11-24 11:53:07.368;25.28;25.44;25.88;27.62;34.96;55.72;50.58;46.36
0.495224352;183.0141086;2021-11-24 11:53:07.384;25.28;25.44;25.88;27.62;34.96;55.72;51.2;46.36
0.495224537;183.0301088;2021-11-24 11:53:07.400;25.28;25.44;25.88;27.62;34.96;55.72;51.2;44.98
0.495235567;183.9831085;2021-11-24 11:53:08.353;25.28;25.44;25.88;27.62;35.2;55.72;51.2;44.98
0.495235752;183.9991088;2021-11-24 11:53:08.369;25.28;25.44;25.88;27.62;35.2;59.4;51.2;44.98
0.495235938;184.015109;2021-11-24 11:53:08.385;25.28;25.44;25.88;27.62;35.2;59.4;50.4;44.98
0.495236123;184.0311086;2021-11-24 11:53:08.401;25.28;25.44;25.88;27.62;35.2;59.4;50.4;44.72
0.495246956;184.9671086;2021-11-24 11:53:09.337;25.28;25.44;25.88;27.72;35.2;59.4;50.4;44.72
0.495247141;184.9831088;2021-11-24 11:53:09.353;25.28;25.44;25.88;27.72;35.46;59.4;50.4;44.72
0.495247326;184.999109;2021-11-24 11:53:09.369;25.28;25.44;25.88;27.72;35.46;60.5;50.4;44.72
0.495247512;185.0151086;2021-11-24 11:53:09.385;25.28;25.44;25.88;27.72;35.46;60.5;49.52;44.72
0.495247697;185.0311088;2021-11-24 11:53:09.401;25.28;25.44;25.88;27.72;35.46;60.5;49.52;43.84
0.495257963;185.9181086;2021-11-24 11:53:10.288;25.42;25.44;25.88;27.72;35.46;60.5;49.52;43.84
0.49525853;185.9671088;2021-11-24 11:53:10.337;25.42;25.44;25.88;27.8;35.46;60.5;49.52;43.84
0.495258715;185.983109;2021-11-24 11:53:10.353;25.42;25.44;25.88;27.8;35.66;60.5;49.52;43.84
0.495258889;185.9981091;2021-11-24 11:53:10.368;25.42;25.44;25.88;27.8;35.66;61.6;49.52;43.84
0.495259074;186.0141086;2021-11-24 11:53:10.384;25.42;25.44;25.88;27.8;35.66;61.6;48.84;43.84
0.495259259;186.0301089;2021-11-24 11:53:10.400;25.42;25.44;25.88;27.8;35.66;61.6;48.84;43.9
0.495269734;186.9351086;2021-11-24 11:53:11.305;25.42;25.5;25.88;27.8;35.66;61.6;48.84;43.9
0.495269965;186.9551089;2021-11-24 11:53:11.325;25.42;25.5;25.96;27.8;35.66;61.6;48.84;43.9
0.495270162;186.9721086;2021-11-24 11:53:11.342;25.42;25.5;25.96;28.04;35.66;61.6;48.84;43.9
0.495270347;186.9881088;2021-11-24 11:53:11.358;25.42;25.5;25.96;28.04;36.54;61.6;48.84;43.9
0.495270532;187.0041091;2021-11-24 11:53:11.374;25.42;25.5;25.96;28.04;36.54;62.56;48.84;43.9
0.495270718;187.0201086;2021-11-24 11:53:11.390;25.42;25.5;25.96;28.04;36.54;62.56;48.26;43.9
0.495270903;187.0361089;2021-11-24 11:53:11.406;25.42;25.5;25.96;28.04;36.54;62.56;48.26;43.82
0.495281111;187.9181091;2021-11-24 11:53:12.288;25.56;25.5;25.96;28.04;36.54;62.56;48.26;43.82
0.495281296;187.9341087;2021-11-24 11:53:12.304;25.56;25.58;25.96;28.04;36.54;62.56;48.26;43.82
0.495281493;187.951109;2021-11-24 11:53:12.321;25.56;25.58;26.06;28.04;36.54;62.56;48.26;43.82
0.495281667;187.9661091;2021-11-24 11:53:12.336;25.56;25.58;26.06;28.14;36.54;62.56;48.26;43.82
0.495281852;187.9821087;2021-11-24 11:53:12.352;25.56;25.58;26.06;28.14;36.88;62.56;48.26;43.82
0.495282037;187.9981089;2021-11-24 11:53:12.368;25.56;25.58;26.06;28.14;36.88;64.28;48.26;43.82
0.495282222;188.0141091;2021-11-24 11:53:12.384;25.56;25.58;26.06;28.14;36.88;64.28;47.38;43.82
0.495282407;188.0301087;2021-11-24 11:53:12.400;25.56;25.58;26.06;28.14;36.88;64.28;47.38;43.72
0.495293252;188.9671089;2021-11-24 11:53:13.337;25.56;25.58;26.06;28.22;36.88;64.28;47.38;43.72
0.495293438;188.9831091;2021-11-24 11:53:13.353;25.56;25.58;26.06;28.22;37.18;64.28;47.38;43.72
0.495293623;188.9991087;2021-11-24 11:53:13.369;25.56;25.58;26.06;28.22;37.18;64.86;47.38;43.72
0.495293808;189.0151089;2021-11-24 11:53:13.385;25.56;25.58;26.06;28.22;37.18;64.86;47.12;43.72
0.495293993;189.0311091;2021-11-24 11:53:13.401;25.56;25.58;26.06;28.22;37.18;64.86;47.12;43.48
0.495304456;189.9351087;2021-11-24 11:53:14.305;25.56;25.5;26.06;28.22;37.18;64.86;47.12;43.48
0.495305012;189.9831087;2021-11-24 11:53:14.353;25.56;25.5;26.06;28.22;37.38;64.86;47.12;43.48
0.495305197;189.9991089;2021-11-24 11:53:14.369;25.56;25.5;26.06;28.22;37.38;65.38;47.12;43.48
0.495305382;190.0151085;2021-11-24 11:53:14.385;25.56;25.5;26.06;28.22;37.38;65.38;46.9;43.48
0.495305556;190.0301085;2021-11-24 11:53:14.400;25.56;25.5;26.06;28.22;37.38;65.38;46.9;43.86
0.495316215;190.9511085;2021-11-24 11:53:15.321;25.56;25.5;25.98;28.22;37.38;65.38;46.9;43.86
0.495316586;190.9831089;2021-11-24 11:53:15.353;25.56;25.5;25.98;28.22;37.82;65.38;46.9;43.86
0.495316771;190.9991085;2021-11-24 11:53:15.369;25.56;25.5;25.98;28.22;37.82;68.04;46.9;43.86
0.495316956;191.0151087;2021-11-24 11:53:15.385;25.56;25.5;25.98;28.22;37.82;68.04;46.68;43.86
0.495317141;191.0311089;2021-11-24 11:53:15.401;25.56;25.5;25.98;28.22;37.82;68.04;46.68;43.92
0.495328218;191.9881088;2021-11-24 11:53:16.358;25.56;25.5;25.98;28.22;38.02;68.04;46.68;43.92
0.495328403;192.004109;2021-11-24 11:53:16.374;25.56;25.5;25.98;28.22;38.02;76.86;46.68;43.92
0.495328588;192.0201086;2021-11-24 11:53:16.390;25.56;25.5;25.98;28.22;38.02;76.86;46.48;43.92
0.495328773;192.0361088;2021-11-24 11:53:16.406;25.56;25.5;25.98;28.22;38.02;76.86;46.48;44
0.495339734;192.9831088;2021-11-24 11:53:17.353;25.56;25.5;25.98;28.22;38.38;76.86;46.48;44
0.495339919;192.999109;2021-11-24 11:53:17.369;25.56;25.5;25.98;28.22;38.38;83.72;46.48;44
0.495340104;193.0151086;2021-11-24 11:53:17.385;25.56;25.5;25.98;28.22;38.38;83.72;46.28;44
0.495340301;193.0321089;2021-11-24 11:53:17.402;25.56;25.5;25.98;28.22;38.38;83.72;46.28;44.48
0.495350567;193.9191088;2021-11-24 11:53:18.289;25.48;25.5;25.98;28.22;38.38;83.72;46.28;44.48
0.495351123;193.9671088;2021-11-24 11:53:18.337;25.48;25.5;25.98;28.28;38.38;83.72;46.28;44.48
0.495351493;193.9991086;2021-11-24 11:53:18.369;25.48;25.5;25.98;28.28;38.38;90.66;46.28;44.48
0.495351678;194.0151088;2021-11-24 11:53:18.385;25.48;25.5;25.98;28.28;38.38;90.66;46;44.48
0.495351863;194.031109;2021-11-24 11:53:18.401;25.48;25.5;25.98;28.28;38.38;90.66;46;44.02
0.495362697;194.967109;2021-11-24 11:53:19.337;25.48;25.5;25.98;28.36;38.38;90.66;46;44.02
0.495362882;194.9831086;2021-11-24 11:53:19.353;25.48;25.5;25.98;28.36;38.5;90.66;46;44.02
0.495363067;194.9991088;2021-11-24 11:53:19.369;25.48;25.5;25.98;28.36;38.5;95.28;46;44.02
0.495363252;195.015109;2021-11-24 11:53:19.385;25.48;25.5;25.98;28.36;38.5;95.28;45.72;44.02
0.495363437;195.0311086;2021-11-24 11:53:19.401;25.48;25.5;25.98;28.36;38.5;95.28;45.72;43.06
0.495373704;195.9181091;2021-11-24 11:53:20.288;25.54;25.5;25.98;28.36;38.5;95.28;45.72;43.06
0.4953739;195.9351088;2021-11-24 11:53:20.305;25.54;25.56;25.98;28.36;38.5;95.28;45.72;43.06
0.495374086;195.951109;2021-11-24 11:53:20.321;25.54;25.56;26.1;28.36;38.5;95.28;45.72;43.06
0.495374271;195.9671086;2021-11-24 11:53:20.337;25.54;25.56;26.1;28.46;38.5;95.28;45.72;43.06
0.495374641;195.999109;2021-11-24 11:53:20.369;25.54;25.56;26.1;28.46;38.5;100.44;45.72;43.06
0.495374826;196.0151086;2021-11-24 11:53:20.385;25.54;25.56;26.1;28.46;38.5;100.44;45.12;43.06
0.495375;196.0301087;2021-11-24 11:53:20.400;25.54;25.56;26.1;28.46;38.5;100.44;45.12;42.44
0.495385278;196.9181087;2021-11-24 11:53:21.288;25.48;25.56;26.1;28.46;38.5;100.44;45.12;42.44
0.495386076;196.9871085;2021-11-24 11:53:21.357;25.48;25.56;26.1;28.46;38.86;100.44;45.12;42.44
0.495386262;197.0031087;2021-11-24 11:53:21.373;25.48;25.56;26.1;28.46;38.86;102.24;45.12;42.44
0.495386447;197.0191089;2021-11-24 11:53:21.389;25.48;25.56;26.1;28.46;38.86;102.24;44.74;42.44
0.495386632;197.0351085;2021-11-24 11:53:21.405;25.48;25.56;26.1;28.46;38.86;102.24;44.74;41.58
0.495397234;197.9511089;2021-11-24 11:53:22.321;25.48;25.56;26.04;28.46;38.86;102.24;44.74;41.58
0.495397604;197.9831087;2021-11-24 11:53:22.353;25.48;25.56;26.04;28.46;39;102.24;44.74;41.58
0.495397789;197.9991089;2021-11-24 11:53:22.369;25.48;25.56;26.04;28.46;39;100.36;44.74;41.58
0.495397975;198.0151091;2021-11-24 11:53:22.385;25.48;25.56;26.04;28.46;39;100.36;44.44;41.58
0.49539816;198.0311087;2021-11-24 11:53:22.401;25.48;25.56;26.04;28.46;39;100.36;44.44;41.22
0.495408993;198.9671087;2021-11-24 11:53:23.337;25.48;25.56;26.04;28.64;39;100.36;44.44;41.22
0.495409178;198.9831089;2021-11-24 11:53:23.353;25.48;25.56;26.04;28.64;39.52;100.36;44.44;41.22
0.495409363;198.9991085;2021-11-24 11:53:23.369;25.48;25.56;26.04;28.64;39.52;98.04;44.44;41.22
0.495409549;199.0151087;2021-11-24 11:53:23.385;25.48;25.56;26.04;28.64;39.52;98.04;44.16;41.22
0.495409734;199.0311089;2021-11-24 11:53:23.401;25.48;25.56;26.04;28.64;39.52;98.04;44.16;40.22
0.495420752;199.9831085;2021-11-24 11:53:24.353;25.48;25.56;26.04;28.64;39.32;98.04;44.16;40.22
0.495420937;199.9991087;2021-11-24 11:53:24.369;25.48;25.56;26.04;28.64;39.32;104.8;44.16;40.22
0.495421123;200.0151089;2021-11-24 11:53:24.385;25.48;25.56;26.04;28.64;39.32;104.8;43.64;40.22
0.495421308;200.0311085;2021-11-24 11:53:24.401;25.48;25.56;26.04;28.64;39.32;104.8;43.64;39.58
0.495432512;200.999109;2021-11-24 11:53:25.369;25.48;25.56;26.04;28.64;39.32;113.9;43.64;39.58
0.495432697;201.0151085;2021-11-24 11:53:25.385;25.48;25.56;26.04;28.64;39.32;113.9;43.38;39.58
0.495432882;201.0311088;2021-11-24 11:53:25.401;25.48;25.56;26.04;28.64;39.32;113.9;43.38;39.68
0.495443345;201.935109;2021-11-24 11:53:26.305;25.48;25.5;26.04;28.64;39.32;113.9;43.38;39.68
0.495443773;201.972109;2021-11-24 11:53:26.342;25.48;25.5;26.04;28.72;39.32;113.9;43.38;39.68
0.495443958;201.9881086;2021-11-24 11:53:26.358;25.48;25.5;26.04;28.72;39.82;113.9;43.38;39.68
0.495444144;202.0041088;2021-11-24 11:53:26.374;25.48;25.5;26.04;28.72;39.82;118.92;43.38;39.68
0.495444329;202.020109;2021-11-24 11:53:26.390;25.48;25.5;26.04;28.72;39.82;118.92;43.14;39.68
0.495444514;202.0361086;2021-11-24 11:53:26.406;25.48;25.5;26.04;28.72;39.82;118.92;43.14;39.6
0.495454722;202.9181088;2021-11-24 11:53:27.288;25.42;25.5;26.04;28.72;39.82;118.92;43.14;39.6
0.495455278;202.9661088;2021-11-24 11:53:27.336;25.42;25.5;26.04;28.84;39.82;118.92;43.14;39.6
0.495455463;202.982109;2021-11-24 11:53:27.352;25.42;25.5;26.04;28.84;41.28;118.92;43.14;39.6
0.495455648;202.9981086;2021-11-24 11:53:27.368;25.42;25.5;26.04;28.84;41.28;115.78;43.14;39.6
0.495455833;203.0141088;2021-11-24 11:53:27.384;25.42;25.5;26.04;28.84;41.28;115.78;42.92;39.6
0.495456019;203.0301091;2021-11-24 11:53:27.400;25.42;25.5;26.04;28.84;41.28;115.78;42.92;39.48
0.495467049;203.9831088;2021-11-24 11:53:28.353;25.42;25.5;26.04;28.84;41.5;115.78;42.92;39.48
0.495467245;204.0001086;2021-11-24 11:53:28.370;25.42;25.5;26.04;28.84;41.5;107.32;42.92;39.48
0.495467431;204.0161088;2021-11-24 11:53:28.386;25.42;25.5;26.04;28.84;41.5;107.32;42.6;39.48
0.49547787;204.9181086;2021-11-24 11:53:29.288;25.36;25.5;26.04;28.84;41.5;107.32;42.6;39.48
0.495478426;204.9661087;2021-11-24 11:53:29.336;25.36;25.5;26.04;28.92;41.5;107.32;42.6;39.48
0.495478611;204.9821089;2021-11-24 11:53:29.352;25.36;25.5;26.04;28.92;41.62;107.32;42.6;39.48
0.495478796;204.9981091;2021-11-24 11:53:29.368;25.36;25.5;26.04;28.92;41.62;106.18;42.6;39.48
0.495478981;205.0141087;2021-11-24 11:53:29.384;25.36;25.5;26.04;28.92;41.62;106.18;42.54;39.48
0.495479167;205.0301089;2021-11-24 11:53:29.400;25.36;25.5;26.04;28.92;41.62;106.18;42.54;40.4
0.495489444;205.9181089;2021-11-24 11:53:30.288;25.22;25.5;26.04;28.92;41.62;106.18;42.54;40.4
0.495489641;205.9351086;2021-11-24 11:53:30.305;25.22;25.56;26.04;28.92;41.62;106.18;42.54;40.4
0.495489826;205.9511089;2021-11-24 11:53:30.321;25.22;25.56;26.1;28.92;41.62;106.18;42.54;40.4
0.495490197;205.9831087;2021-11-24 11:53:30.353;25.22;25.56;26.1;28.92;41.8;106.18;42.54;40.4
0.495490382;205.9991089;2021-11-24 11:53:30.369;25.22;25.56;26.1;28.92;41.8;105.74;42.54;40.4
0.495490556;206.0141089;2021-11-24 11:53:30.384;25.22;25.56;26.1;28.92;41.8;105.74;42.42;40.4
0.495490741;206.0301085;2021-11-24 11:53:30.400;25.22;25.56;26.1;28.92;41.8;105.74;42.42;40.08
0.495501644;206.9721089;2021-11-24 11:53:31.342;25.22;25.56;26.1;29.04;41.8;105.74;42.42;40.08
0.495501829;206.9881085;2021-11-24 11:53:31.358;25.22;25.56;26.1;29.04;41.86;105.74;42.42;40.08
0.495502025;207.0051089;2021-11-24 11:53:31.375;25.22;25.56;26.1;29.04;41.86;105.5;42.42;40.08
0.495502211;207.0211091;2021-11-24 11:53:31.391;25.22;25.56;26.1;29.04;41.86;105.5;42.28;40.08
0.495502396;207.0371087;2021-11-24 11:53:31.407;25.22;25.56;26.1;29.04;41.86;105.5;42.28;40.28
0.49551316;207.9671089;2021-11-24 11:53:32.337;25.22;25.56;26.1;29.12;41.86;105.5;42.28;40.28
