Time (Days);Time (seconds);Time;Channel0;Channel1;Channel2;Channel3;Channel4;Channel5;Channel6;Channel7
0.494471308;117.951109;2021-11-24 11:52:02.321;24.96;25.24;25.36;25.88;28.02;29.9;28.18;203.66
0.494471493;117.9671086;2021-11-24 11:52:02.337;24.96;25.24;25.36;25.94;28.02;29.9;28.18;203.66
0.494471678;117.9831088;2021-11-24 11:52:02.353;24.96;25.24;25.36;25.94;28.12;29.9;28.18;203.66
0.494471863;117.999109;2021-11-24 11:52:02.369;24.96;25.24;25.36;25.94;28.12;30.1;28.18;203.66
0.494472049;118.0151086;2021-11-24 11:52:02.385;24.96;25.24;25.36;25.94;28.12;30.1;28.3;203.66
0.494472234;118.0311088;2021-11-24 11:52:02.401;24.96;25.24;25.36;25.94;28.12;30.1;28.3;195.36
0.494482512;118.9191088;2021-11-24 11:52:03.289;25.04;25.24;25.36;25.94;28.12;30.1;28.3;195.36
0.494483067;118.9671088;2021-11-24 11:52:03.337;25.04;25.24;25.36;26.02;28.12;30.1;28.3;195.36
0.494483241;118.9821089;2021-11-24 11:52:03.352;25.04;25.24;25.36;26.02;28.26;30.1;28.3;195.36
0.494483426;118.9981091;2021-11-24 11:52:03.368;25.04;25.24;25.36;26.02;28.26;30.3;28.3;195.36
0.494483611;119.0141087;2021-11-24 11:52:03.384;25.04;25.24;25.36;26.02;28.26;30.3;28.42;195.36
0.494483796;119.0301089;2021-11-24 11:52:03.400;25.04;25.24;25.36;26.02;28.26;30.3;28.42;188.14
0.494494074;119.9181089;2021-11-24 11:52:04.288;25.14;25.24;25.36;26.02;28.26;30.3;28.42;188.14
0.494494271;119.9351087;2021-11-24 11:52:04.305;25.14;25.3;25.36;26.02;28.26;30.3;28.42;188.14
0.494494641;119.9671091;2021-11-24 11:52:04.337;25.14;25.3;25.36;26.08;28.26;30.3;28.42;188.14
0.494495;119.9981087;2021-11-24 11:52:04.368;25.14;25.3;25.36;26.08;28.26;30.86;28.42;188.14
0.494495185;120.0141089;2021-11-24 11:52:04.384;25.14;25.3;25.36;26.08;28.26;30.86;28.62;188.14
0.49449537;120.0301085;2021-11-24 11:52:04.400;25.14;25.3;25.36;26.08;28.26;30.86;28.62;180.3
0.49450566;120.9191087;2021-11-24 11:52:05.289;25.22;25.3;25.36;26.08;28.26;30.86;28.62;180.3
0.49450603;120.9511091;2021-11-24 11:52:05.321;25.22;25.3;25.42;26.08;28.26;30.86;28.62;180.3
0.494506215;120.9671087;2021-11-24 11:52:05.337;25.22;25.3;25.42;26.14;28.26;30.86;28.62;180.3
0.4945064;120.9831089;2021-11-24 11:52:05.353;25.22;25.3;25.42;26.14;28.46;30.86;28.62;180.3
0.494506574;120.9981089;2021-11-24 11:52:05.368;25.22;25.3;25.42;26.14;28.46;31.1;28.62;180.3
0.494506759;121.0141085;2021-11-24 11:52:05.384;25.22;25.3;25.42;26.14;28.46;31.1;28.8;180.3
0.494506944;121.0301087;2021-11-24 11:52:05.400;25.22;25.3;25.42;26.14;28.46;31.1;28.8;167.08
0.494517222;121.9181087;2021-11-24 11:52:06.288;25.02;25.3;25.42;26.14;28.46;31.1;28.8;167.08
0.494517836;121.971109;2021-11-24 11:52:06.341;25.02;25.3;25.42;26.22;28.46;31.1;28.8;167.08
0.494518021;121.9871086;2021-11-24 11:52:06.357;25.02;25.3;25.42;26.22;28.64;31.1;28.8;167.08
0.494518206;122.0031088;2021-11-24 11:52:06.373;25.02;25.3;25.42;26.22;28.64;31.4;28.8;167.08
0.494518391;122.019109;2021-11-24 11:52:06.389;25.02;25.3;25.42;26.22;28.64;31.4;28.94;167.08
0.494518565;122.034109;2021-11-24 11:52:06.404;25.02;25.3;25.42;26.22;28.64;31.4;28.94;167.32
0.494528796;122.918109;2021-11-24 11:52:07.288;25.1;25.3;25.42;26.22;28.64;31.4;28.94;167.32
0.494529363;122.9671085;2021-11-24 11:52:07.337;25.1;25.3;25.42;26.32;28.64;31.4;28.94;167.32
0.494529549;122.9831087;2021-11-24 11:52:07.353;25.1;25.3;25.42;26.32;29.12;31.4;28.94;167.32
0.494529734;122.999109;2021-11-24 11:52:07.369;25.1;25.3;25.42;26.32;29.12;31.7;28.94;167.32
0.494529907;123.014109;2021-11-24 11:52:07.384;25.1;25.3;25.42;26.32;29.12;31.7;29.04;167.32
0.494530093;123.0301086;2021-11-24 11:52:07.400;25.1;25.3;25.42;26.32;29.12;31.7;29.04;166.74
0.494540741;123.950109;2021-11-24 11:52:08.320;25.1;25.3;25.48;26.32;29.12;31.7;29.04;166.74
0.494541123;123.983109;2021-11-24 11:52:08.353;25.1;25.3;25.48;26.32;29.26;31.7;29.04;166.74
0.494541308;123.9991086;2021-11-24 11:52:08.369;25.1;25.3;25.48;26.32;29.26;32.28;29.04;166.74
0.494541481;124.0141086;2021-11-24 11:52:08.384;25.1;25.3;25.48;26.32;29.26;32.28;29.4;166.74
0.494541667;124.0301088;2021-11-24 11:52:08.400;25.1;25.3;25.48;26.32;29.26;32.28;29.4;166.22
0.4945525;124.9661088;2021-11-24 11:52:09.336;25.1;25.3;25.48;26.38;29.26;32.28;29.4;166.22
0.494552685;124.982109;2021-11-24 11:52:09.352;25.1;25.3;25.48;26.38;29.42;32.28;29.4;166.22
0.49455287;124.9981086;2021-11-24 11:52:09.368;25.1;25.3;25.48;26.38;29.42;32.5;29.4;166.22
0.494553067;125.015109;2021-11-24 11:52:09.385;25.1;25.3;25.48;26.38;29.42;32.5;29.54;166.22
0.494553241;125.0301091;2021-11-24 11:52:09.400;25.1;25.3;25.48;26.38;29.42;32.5;29.54;162.3
0.494564456;125.999109;2021-11-24 11:52:10.369;25.1;25.3;25.48;26.38;29.42;32.62;29.54;162.3
0.494564641;126.0151086;2021-11-24 11:52:10.385;25.1;25.3;25.48;26.38;29.42;32.62;29.7;162.3
0.494564826;126.0311088;2021-11-24 11:52:10.401;25.1;25.3;25.48;26.38;29.42;32.62;29.7;166.64
0.494575104;126.9191088;2021-11-24 11:52:11.289;25;25.3;25.48;26.38;29.42;32.62;29.7;166.64
0.494576076;127.0031087;2021-11-24 11:52:11.373;25;25.3;25.48;26.38;29.42;32.76;29.7;166.64
0.494576262;127.0191089;2021-11-24 11:52:11.389;25;25.3;25.48;26.38;29.42;32.76;29.82;166.64
0.494576447;127.0351085;2021-11-24 11:52:11.405;25;25.3;25.48;26.38;29.42;32.76;29.82;175.3
0.494586678;127.9191091;2021-11-24 11:52:12.289;24.94;25.3;25.48;26.38;29.42;32.76;29.82;175.3
0.494586863;127.9351086;2021-11-24 11:52:12.305;24.94;25.22;25.48;26.38;29.42;32.76;29.82;175.3
0.494587049;127.9511089;2021-11-24 11:52:12.321;24.94;25.22;25.38;26.38;29.42;32.76;29.82;175.3
0.494587604;127.9991089;2021-11-24 11:52:12.369;24.94;25.22;25.38;26.38;29.42;32.92;29.82;175.3
0.494587789;128.0151091;2021-11-24 11:52:12.385;24.94;25.22;25.38;26.38;29.42;32.92;30.14;175.3
0.494587975;128.0311087;2021-11-24 11:52:12.401;24.94;25.22;25.38;26.38;29.42;32.92;30.14;187.2
0.494598438;128.9351089;2021-11-24 11:52:13.305;24.94;25.28;25.38;26.38;29.42;32.92;30.14;187.2
0.494598623;128.9511091;2021-11-24 11:52:13.321;24.94;25.28;25.44;26.38;29.42;32.92;30.14;187.2
0.494598993;128.9831089;2021-11-24 11:52:13.353;24.94;25.28;25.44;26.38;29.5;32.92;30.14;187.2
0.494599178;128.9991091;2021-11-24 11:52:13.369;24.94;25.28;25.44;26.38;29.5;32.98;30.14;187.2
0.494599363;129.0151087;2021-11-24 11:52:13.385;24.94;25.28;25.44;26.38;29.5;32.98;30.2;187.2
0.494599549;129.0311089;2021-11-24 11:52:13.401;24.94;25.28;25.44;26.38;29.5;32.98;30.2;223.56
0.494609815;129.9181087;2021-11-24 11:52:14.288;24.86;25.28;25.44;26.38;29.5;32.98;30.2;223.56
0.494610938;130.0151089;2021-11-24 11:52:14.385;24.86;25.28;25.44;26.38;29.5;32.98;30.32;223.56
0.494611123;130.0311085;2021-11-24 11:52:14.401;24.86;25.28;25.44;26.38;29.5;32.98;30.32;250.86
0.494621389;130.918109;2021-11-24 11:52:15.288;24.74;25.28;25.44;26.38;29.5;32.98;30.32;250.86
0.494621574;130.9341085;2021-11-24 11:52:15.304;24.74;25.2;25.44;26.38;29.5;32.98;30.32;250.86
0.494621956;130.9671085;2021-11-24 11:52:15.337;24.74;25.2;25.44;26.28;29.5;32.98;30.32;250.86
0.494622141;130.9831087;2021-11-24 11:52:15.353;24.74;25.2;25.44;26.28;29.28;32.98;30.32;250.86
0.494622326;130.9991089;2021-11-24 11:52:15.369;24.74;25.2;25.44;26.28;29.28;33.04;30.32;250.86
0.494622697;131.0311087;2021-11-24 11:52:15.401;24.74;25.2;25.44;26.28;29.28;33.04;30.32;276.58
0.494632963;131.9181086;2021-11-24 11:52:16.288;24.8;25.2;25.44;26.28;29.28;33.04;30.32;276.58
0.494633148;131.9341088;2021-11-24 11:52:16.304;24.8;25.26;25.44;26.28;29.28;33.04;30.32;276.58
0.494633762;131.987109;2021-11-24 11:52:16.357;24.8;25.26;25.44;26.28;29.12;33.04;30.32;276.58
0.494633947;132.0031086;2021-11-24 11:52:16.373;24.8;25.26;25.44;26.28;29.12;33.14;30.32;276.58
0.494634132;132.0191088;2021-11-24 11:52:16.389;24.8;25.26;25.44;26.28;29.12;33.14;30.64;276.58
0.494634317;132.035109;2021-11-24 11:52:16.405;24.8;25.26;25.44;26.28;29.12;33.14;30.64;298.32
0.494644549;132.919109;2021-11-24 11:52:17.289;24.86;25.26;25.44;26.28;29.12;33.14;30.64;298.32
0.494644919;132.9511088;2021-11-24 11:52:17.321;24.86;25.26;25.38;26.28;29.12;33.14;30.64;298.32
0.494645289;132.9831086;2021-11-24 11:52:17.353;24.86;25.26;25.38;26.28;29.02;33.14;30.64;298.32
0.494645833;133.030109;2021-11-24 11:52:17.400;24.86;25.26;25.38;26.28;29.02;33.14;30.64;286.36
0.494656123;133.9191086;2021-11-24 11:52:18.289;24.76;25.26;25.38;26.28;29.02;33.14;30.64;286.36
0.494656493;133.951109;2021-11-24 11:52:18.321;24.76;25.26;25.3;26.28;29.02;33.14;30.64;286.36
0.494656678;133.9671086;2021-11-24 11:52:18.337;24.76;25.26;25.3;26.22;29.02;33.14;30.64;286.36
0.494656863;133.9831088;2021-11-24 11:52:18.353;24.76;25.26;25.3;26.22;28.88;33.14;30.64;286.36
0.494657049;133.999109;2021-11-24 11:52:18.369;24.76;25.26;25.3;26.22;28.88;33.2;30.64;286.36
0.494657222;134.0141091;2021-11-24 11:52:18.384;24.76;25.26;25.3;26.22;28.88;33.2;30.76;286.36
0.494657407;134.0301086;2021-11-24 11:52:18.400;24.76;25.26;25.3;26.22;28.88;33.2;30.76;287.36
0.494668264;134.968109;2021-11-24 11:52:19.338;24.76;25.26;25.3;26.14;28.88;33.2;30.76;287.36
0.494668449;134.9841086;2021-11-24 11:52:19.354;24.76;25.26;25.3;26.14;28.58;33.2;30.76;287.36
0.494668819;135.016109;2021-11-24 11:52:19.386;24.76;25.26;25.3;26.14;28.58;33.2;30.88;287.36
0.494669005;135.0321086;2021-11-24 11:52:19.402;24.76;25.26;25.3;26.14;28.58;33.2;30.88;290.38
0.494679456;135.9351086;2021-11-24 11:52:20.305;24.76;25.14;25.3;26.14;28.58;33.2;30.88;290.38
0.494679826;135.9671091;2021-11-24 11:52:20.337;24.76;25.14;25.3;26.08;28.58;33.2;30.88;290.38
0.494680382;136.0151091;2021-11-24 11:52:20.385;24.76;25.14;25.3;26.08;28.58;33.2;31.18;290.38
0.494680567;136.0311087;2021-11-24 11:52:20.401;24.76;25.14;25.3;26.08;28.58;33.2;31.18;317.6
0.49469103;136.9351089;2021-11-24 11:52:21.305;24.76;25.2;25.3;26.08;28.58;33.2;31.18;317.6
0.494691262;136.9551085;2021-11-24 11:52:21.325;24.76;25.2;25.24;26.08;28.58;33.2;31.18;317.6
0.494691817;137.0031085;2021-11-24 11:52:21.373;24.76;25.2;25.24;26.08;28.58;33.3;31.18;317.6
0.494692002;137.0191087;2021-11-24 11:52:21.389;24.76;25.2;25.24;26.08;28.58;33.3;31.3;317.6
0.494692188;137.0351089;2021-11-24 11:52:21.405;24.76;25.2;25.24;26.08;28.58;33.3;31.3;281.92
0.494702789;137.9511087;2021-11-24 11:52:22.321;24.76;25.2;25.34;26.08;28.58;33.3;31.3;281.92
0.494702975;137.9671089;2021-11-24 11:52:22.337;24.76;25.2;25.34;26.16;28.58;33.3;31.3;281.92
0.49470316;137.9831091;2021-11-24 11:52:22.353;24.76;25.2;25.34;26.16;28.74;33.3;31.3;281.92
0.494703345;137.9991087;2021-11-24 11:52:22.369;24.76;25.2;25.34;26.16;28.74;33.58;31.3;281.92
0.49470353;138.0151089;2021-11-24 11:52:22.385;24.76;25.2;25.34;26.16;28.74;33.58;31.84;281.92
0.494703715;138.0311085;2021-11-24 11:52:22.401;24.76;25.2;25.34;26.16;28.74;33.58;31.84;257.42
0.494714178;138.9351087;2021-11-24 11:52:23.305;24.76;25.26;25.34;26.16;28.74;33.58;31.84;257.42
0.494714549;138.9671085;2021-11-24 11:52:23.337;24.76;25.26;25.34;26.28;28.74;33.58;31.84;257.42
0.494714734;138.9831087;2021-11-24 11:52:23.353;24.76;25.26;25.34;26.28;29.36;33.58;31.84;257.42
0.494714919;138.9991089;2021-11-24 11:52:23.369;24.76;25.26;25.34;26.28;29.36;33.98;31.84;257.42
0.494715104;139.0151085;2021-11-24 11:52:23.385;24.76;25.26;25.34;26.28;29.36;33.98;32.88;257.42
0.494715289;139.0311087;2021-11-24 11:52:23.401;24.76;25.26;25.34;26.28;29.36;33.98;32.88;236.08
0.494725556;139.9181085;2021-11-24 11:52:24.288;24.82;25.26;25.34;26.28;29.36;33.98;32.88;236.08
0.494725937;139.9511085;2021-11-24 11:52:24.321;24.82;25.26;25.44;26.28;29.36;33.98;32.88;236.08
0.494726123;139.9671087;2021-11-24 11:52:24.337;24.82;25.26;25.44;26.44;29.36;33.98;32.88;236.08
0.494726308;139.9831089;2021-11-24 11:52:24.353;24.82;25.26;25.44;26.44;29.92;33.98;32.88;236.08
0.494726493;139.9991085;2021-11-24 11:52:24.369;24.82;25.26;25.44;26.44;29.92;35.54;32.88;236.08
0.494726667;140.0141086;2021-11-24 11:52:24.384;24.82;25.26;25.44;26.44;29.92;35.54;34.3;236.08
0.494726852;140.0301088;2021-11-24 11:52:24.400;24.82;25.26;25.44;26.44;29.92;35.54;34.3;211.82
0.49473713;140.9181088;2021-11-24 11:52:25.288;24.92;25.26;25.44;26.44;29.92;35.54;34.3;211.82
0.494737326;140.9351085;2021-11-24 11:52:25.305;24.92;25.32;25.44;26.44;29.92;35.54;34.3;211.82
0.494737512;140.9511087;2021-11-24 11:52:25.321;24.92;25.32;25.54;26.44;29.92;35.54;34.3;211.82
0.494737685;140.9661088;2021-11-24 11:52:25.336;24.92;25.32;25.54;26.6;29.92;35.54;34.3;211.82
0.49473787;140.982109;2021-11-24 11:52:25.352;24.92;25.32;25.54;26.6;30.48;35.54;34.3;211.82
0.494738056;140.9981086;2021-11-24 11:52:25.368;24.92;25.32;25.54;26.6;30.48;36.48;34.3;211.82
0.494738241;141.0141088;2021-11-24 11:52:25.384;24.92;25.32;25.54;26.6;30.48;36.48;34.78;211.82
0.494738426;141.030109;2021-11-24 11:52:25.400;24.92;25.32;25.54;26.6;30.48;36.48;34.78;177.52
0.494748715;141.9191086;2021-11-24 11:52:26.289;25.16;25.32;25.54;26.6;30.48;36.48;34.78;177.52
0.4947489;141.9351088;2021-11-24 11:52:26.305;25.16;25.44;25.54;26.6;30.48;36.48;34.78;177.52
0.494749132;141.955109;2021-11-24 11:52:26.325;25.16;25.44;25.62;26.6;30.48;36.48;34.78;177.52
0.494749317;141.9711086;2021-11-24 11:52:26.341;25.16;25.44;25.62;26.8;30.48;36.48;34.78;177.52
0.494749502;141.9871088;2021-11-24 11:52:26.357;25.16;25.44;25.62;26.8;31.06;36.48;34.78;177.52
0.494749688;142.0031091;2021-11-24 11:52:26.373;25.16;25.44;25.62;26.8;31.06;37.38;34.78;177.52
0.494749873;142.0191086;2021-11-24 11:52:26.389;25.16;25.44;25.62;26.8;31.06;37.38;34.9;177.52
0.494750058;142.0351089;2021-11-24 11:52:26.405;25.16;25.44;25.62;26.8;31.06;37.38;34.9;165.24
0.494760289;142.9191088;2021-11-24 11:52:27.289;25.22;25.44;25.62;26.8;31.06;37.38;34.9;165.24
0.49476066;142.9511086;2021-11-24 11:52:27.321;25.22;25.44;25.7;26.8;31.06;37.38;34.9;165.24
0.494760845;142.9671088;2021-11-24 11:52:27.337;25.22;25.44;25.7;27.08;31.06;37.38;34.9;165.24
0.494761019;142.9821088;2021-11-24 11:52:27.352;25.22;25.44;25.7;27.08;31.92;37.38;34.9;165.24
0.494761204;142.9981091;2021-11-24 11:52:27.368;25.22;25.44;25.7;27.08;31.92;38.34;34.9;165.24
0.494761574;143.0301089;2021-11-24 11:52:27.400;25.22;25.44;25.7;27.08;31.92;38.34;34.9;154.32
0.494771852;143.9181088;2021-11-24 11:52:28.288;25.34;25.44;25.7;27.08;31.92;38.34;34.9;154.32
0.494772049;143.9351086;2021-11-24 11:52:28.305;25.34;25.5;25.7;27.08;31.92;38.34;34.9;154.32
0.494772234;143.9511088;2021-11-24 11:52:28.321;25.34;25.5;25.82;27.08;31.92;38.34;34.9;154.32
0.494772419;143.967109;2021-11-24 11:52:28.337;25.34;25.5;25.82;27.26;31.92;38.34;34.9;154.32
0.494772604;143.9831086;2021-11-24 11:52:28.353;25.34;25.5;25.82;27.26;32.16;38.34;34.9;154.32
0.494772789;143.9991088;2021-11-24 11:52:28.369;25.34;25.5;25.82;27.26;32.16;40;34.9;154.32
0.494772975;144.0151091;2021-11-24 11:52:28.385;25.34;25.5;25.82;27.26;32.16;40;35.1;154.32
0.494773148;144.0301091;2021-11-24 11:52:28.400;25.34;25.5;25.82;27.26;32.16;40;35.1;149.52
0.494783993;144.9671086;2021-11-24 11:52:29.337;25.34;25.5;25.82;27.34;32.16;40;35.1;149.52
0.49478419;144.984109;2021-11-24 11:52:29.354;25.34;25.5;25.82;27.34;32.34;40;35.1;149.52
0.494784375;145.0001086;2021-11-24 11:52:29.370;25.34;25.5;25.82;27.34;32.34;40.6;35.1;149.52
0.49478456;145.0161088;2021-11-24 11:52:29.386;25.34;25.5;25.82;27.34;32.34;40.6;35.26;149.52
0.494784745;145.032109;2021-11-24 11:52:29.402;25.34;25.5;25.82;27.34;32.34;40.6;35.26;133.84
0.494795;145.9181087;2021-11-24 11:52:30.288;25.46;25.5;25.82;27.34;32.34;40.6;35.26;133.84
0.494795382;145.9511087;2021-11-24 11:52:30.321;25.46;25.5;25.88;27.34;32.34;40.6;35.26;133.84
0.494795567;145.9671089;2021-11-24 11:52:30.337;25.46;25.5;25.88;27.42;32.34;40.6;35.26;133.84
0.494795741;145.9821089;2021-11-24 11:52:30.352;25.46;25.5;25.88;27.42;32.54;40.6;35.26;133.84
0.494795926;145.9981085;2021-11-24 11:52:30.368;25.46;25.5;25.88;27.42;32.54;40.9;35.26;133.84
0.494796111;146.0141087;2021-11-24 11:52:30.384;25.46;25.5;25.88;27.42;32.54;40.9;35.46;133.84
0.494796296;146.0301089;2021-11-24 11:52:30.400;25.46;25.5;25.88;27.42;32.54;40.9;35.46;127.62
0.494807384;146.9881089;2021-11-24 11:52:31.358;25.46;25.5;25.88;27.42;32.74;40.9;35.46;127.62
0.494807569;147.0041085;2021-11-24 11:52:31.374;25.46;25.5;25.88;27.42;32.74;41.16;35.46;127.62
0.494807755;147.0201087;2021-11-24 11:52:31.390;25.46;25.5;25.88;27.42;32.74;41.16;35.62;127.62
0.49480794;147.0361089;2021-11-24 11:52:31.406;25.46;25.5;25.88;27.42;32.74;41.16;35.62;121.04
0.494819086;147.9991085;2021-11-24 11:52:32.369;25.46;25.5;25.88;27.42;32.74;41.66;35.62;121.04
0.494819282;148.0161089;2021-11-24 11:52:32.386;25.46;25.5;25.88;27.42;32.74;41.66;36.02;121.04
0.494819456;148.0311089;2021-11-24 11:52:32.401;25.46;25.5;25.88;27.42;32.74;41.66;36.02;116.96
0.494830289;148.9671089;2021-11-24 11:52:33.337;25.46;25.5;25.88;27.34;32.74;41.66;36.02;116.96
0.49483066;148.9991087;2021-11-24 11:52:33.369;25.46;25.5;25.88;27.34;32.74;41.9;36.02;116.96
0.494830845;149.015109;2021-11-24 11:52:33.385;25.46;25.5;25.88;27.34;32.74;41.9;36.28;116.96
0.49483103;149.0311086;2021-11-24 11:52:33.401;25.46;25.5;25.88;27.34;32.74;41.9;36.28;108.82
0.494841296;149.918109;2021-11-24 11:52:34.288;25.56;25.5;25.88;27.34;32.74;41.9;36.28;108.82
0.494841493;149.9351088;2021-11-24 11:52:34.305;25.56;25.42;25.88;27.34;32.74;41.9;36.28;108.82
0.494841678;149.951109;2021-11-24 11:52:34.321;25.56;25.42;25.78;27.34;32.74;41.9;36.28;108.82
0.494842049;149.9831088;2021-11-24 11:52:34.353;25.56;25.42;25.78;27.34;32.8;41.9;36.28;108.82
0.494842222;149.9981088;2021-11-24 11:52:34.368;25.56;25.42;25.78;27.34;32.8;42.02;36.28;108.82
0.494842407;150.014109;2021-11-24 11:52:34.384;25.56;25.42;25.78;27.34;32.8;42.02;36.64;108.82
0.494842593;150.0301086;2021-11-24 11:52:34.400;25.56;25.42;25.78;27.34;32.8;42.02;36.64;102.76
0.494853252;150.9511086;2021-11-24 11:52:35.321;25.56;25.42;25.72;27.34;32.8;42.02;36.64;102.76
0.494853437;150.9671088;2021-11-24 11:52:35.337;25.56;25.42;25.72;27.18;32.8;42.02;36.64;102.76
0.494853808;150.9991086;2021-11-24 11:52:35.369;25.56;25.42;25.72;27.18;32.8;42.14;36.64;102.76
0.494853993;151.0151088;2021-11-24 11:52:35.385;25.56;25.42;25.72;27.18;32.8;42.14;37.1;102.76
0.494854178;151.031109;2021-11-24 11:52:35.401;25.56;25.42;25.72;27.18;32.8;42.14;37.1;97.42
0.494864444;151.9181088;2021-11-24 11:52:36.288;25.42;25.42;25.72;27.18;32.8;42.14;37.1;97.42
0.49486463;151.934109;2021-11-24 11:52:36.304;25.42;25.34;25.72;27.18;32.8;42.14;37.1;97.42
0.494864873;151.9551089;2021-11-24 11:52:36.325;25.42;25.34;25.66;27.18;32.8;42.14;37.1;97.42
0.494865069;151.9721086;2021-11-24 11:52:36.342;25.42;25.34;25.66;27.08;32.8;42.14;37.1;97.42
0.494865255;151.9881088;2021-11-24 11:52:36.358;25.42;25.34;25.66;27.08;32.72;42.14;37.1;97.42
0.49486544;152.004109;2021-11-24 11:52:36.374;25.42;25.34;25.66;27.08;32.72;42.24;37.1;97.42
0.494865625;152.0201086;2021-11-24 11:52:36.390;25.42;25.34;25.66;27.08;32.72;42.24;37.8;97.42
0.494865799;152.0351087;2021-11-24 11:52:36.405;25.42;25.34;25.66;27.08;32.72;42.24;37.8;94.74
0.494876771;152.9831088;2021-11-24 11:52:37.353;25.42;25.34;25.66;27.08;32.62;42.24;37.8;94.74
0.494876968;153.0001086;2021-11-24 11:52:37.370;25.42;25.34;25.66;27.08;32.62;42.5;37.8;94.74
0.494877153;153.0161088;2021-11-24 11:52:37.386;25.42;25.34;25.66;27.08;32.62;42.5;38.48;94.74
0.494877338;153.032109;2021-11-24 11:52:37.402;25.42;25.34;25.66;27.08;32.62;42.5;38.48;94.8
0.494887593;153.9181087;2021-11-24 11:52:38.288;25.12;25.34;25.66;27.08;32.62;42.5;38.48;94.8
0.494888345;153.9831091;2021-11-24 11:52:38.353;25.12;25.34;25.66;27.08;32.28;42.5;38.48;94.8
0.494888519;153.9981085;2021-11-24 11:52:38.368;25.12;25.34;25.66;27.08;32.28;42.64;38.48;94.8
0.494888704;154.0141087;2021-11-24 11:52:38.384;25.12;25.34;25.66;27.08;32.28;42.64;39.2;94.8
0.494888889;154.0301089;2021-11-24 11:52:38.400;25.12;25.34;25.66;27.08;32.28;42.64;39.2;95.48
0.494899167;154.9181089;2021-11-24 11:52:39.288;25.02;25.34;25.66;27.08;32.28;42.64;39.2;95.48
0.494899734;154.9671091;2021-11-24 11:52:39.337;25.02;25.34;25.66;27;32.28;42.64;39.2;95.48
0.494899907;154.9821085;2021-11-24 11:52:39.352;25.02;25.34;25.66;27;32.06;42.64;39.2;95.48
0.494900278;155.0141089;2021-11-24 11:52:39.384;25.02;25.34;25.66;27;32.06;42.64;40;95.48
0.494900463;155.0301085;2021-11-24 11:52:39.400;25.02;25.34;25.66;27;32.06;42.64;40;93.34
0.494911123;155.9511091;2021-11-24 11:52:40.321;25.02;25.34;25.6;27;32.06;42.64;40;93.34
0.494911493;155.9831089;2021-11-24 11:52:40.353;25.02;25.34;25.6;27;32.18;42.64;40;93.34
0.494911678;155.9991085;2021-11-24 11:52:40.369;25.02;25.34;25.6;27;32.18;42.86;40;93.34
0.494911863;156.0151087;2021-11-24 11:52:40.385;25.02;25.34;25.6;27;32.18;42.86;42.38;93.34
0.494912049;156.0311089;2021-11-24 11:52:40.401;25.02;25.34;25.6;27;32.18;42.86;42.38;89.94
0.494922315;156.9181087;2021-11-24 11:52:41.288;24.92;25.34;25.6;27;32.18;42.86;42.38;89.94
0.494922743;156.9551088;2021-11-24 11:52:41.325;24.92;25.34;25.54;27;32.18;42.86;42.38;89.94
0.494923484;157.019109;2021-11-24 11:52:41.389;24.92;25.34;25.54;27;32.18;42.86;43.4;89.94
0.494923669;157.0351086;2021-11-24 11:52:41.405;24.92;25.34;25.54;27;32.18;42.86;43.4;85.9
0.494935012;158.0151086;2021-11-24 11:52:42.385;24.92;25.34;25.54;27;32.18;42.86;44.2;85.9
0.49494566;158.935109;2021-11-24 11:52:43.305;24.92;25.28;25.54;27;32.18;42.86;44.2;85.9
0.4949464;158.9991086;2021-11-24 11:52:43.369;24.92;25.28;25.54;27;32.18;42.98;44.2;85.9
0.494946586;159.0151088;2021-11-24 11:52:43.385;24.92;25.28;25.54;27;32.18;42.98;45.24;85.9
0.494946759;159.0301088;2021-11-24 11:52:43.400;24.92;25.28;25.54;27;32.18;42.98;45.24;84.12
0.494957037;159.9181088;2021-11-24 11:52:44.288;25;25.28;25.54;27;32.18;42.98;45.24;84.12
0.494957222;159.934109;2021-11-24 11:52:44.304;25;25.36;25.54;27;32.18;42.98;45.24;84.12
0.494957419;159.9511088;2021-11-24 11:52:44.321;25;25.36;25.62;27;32.18;42.98;45.24;84.12
0.494957778;159.982109;2021-11-24 11:52:44.352;25;25.36;25.62;27;32.04;42.98;45.24;84.12
0.494957963;159.9981086;2021-11-24 11:52:44.368;25;25.36;25.62;27;32.04;43.5;45.24;84.12
0.494958148;160.0141088;2021-11-24 11:52:44.384;25;25.36;25.62;27;32.04;43.5;46.12;84.12
0.494958333;160.0301091;2021-11-24 11:52:44.400;25;25.36;25.62;27;32.04;43.5;46.12;81.5
0.494969363;160.9831088;2021-11-24 11:52:45.353;25;25.36;25.62;27;32.2;43.5;46.12;81.5
0.494969549;160.999109;2021-11-24 11:52:45.369;25;25.36;25.62;27;32.2;43.94;46.12;81.5
0.494969734;161.0151086;2021-11-24 11:52:45.385;25;25.36;25.62;27;32.2;43.94;46.86;81.5
0.494969919;161.0311088;2021-11-24 11:52:45.401;25;25.36;25.62;27;32.2;43.94;46.86;79.6
0.49498037;161.9341089;2021-11-24 11:52:46.304;25;25.28;25.62;27;32.2;43.94;46.86;79.6
0.494981169;162.0031087;2021-11-24 11:52:46.373;25;25.28;25.62;27;32.2;44.3;46.86;79.6
0.494981354;162.0191089;2021-11-24 11:52:46.389;25;25.28;25.62;27;32.2;44.3;48.28;79.6
