Time (of day);Time (seconds);Time;Channel0;Channel1;Channel2;Channel3;Channel4;Channel5;Channel6;Channel7;
0.451169792;20.000016096;2021-11-18 10:49:41.070;22.54;22.2;22.02;23.48;23.9;26.92;31.7;328.2;
0.451180417;20.918016171;2021-11-18 10:49:41.988;22.54;22.2;22.08;23.48;23.9;26.92;31.7;328.2;
0.451180602;20.934015758;2021-11-18 10:49:42.004;22.54;22.2;22.08;23.56;23.9;26.92;31.7;328.2;
0.451180787;20.950015973;2021-11-18 10:49:42.020;22.54;22.2;22.08;23.56;24.02;26.92;31.7;328.2;
0.451180972;20.966016188;2021-11-18 10:49:42.036;22.54;22.2;22.08;23.56;24.02;27;31.7;328.2;
0.451181157;20.982015774;2021-11-18 10:49:42.052;22.54;22.2;22.08;23.56;24.02;27;32.16;328.2;
0.451181343;20.998015989;2021-11-18 10:49:42.068;22.54;22.2;22.08;23.56;24.02;27;32.16;371.24;
0.451192176;21.934015991;2021-11-18 10:49:43.004;22.54;22.2;22.08;23.62;24.02;27;32.16;371.24;
0.451192361;21.950016206;2021-11-18 10:49:43.020;22.54;22.2;22.08;23.62;24.08;27;32.16;371.24;
0.451192546;21.966015793;2021-11-18 10:49:43.036;22.54;22.2;22.08;23.62;24.08;27.34;32.16;371.24;
0.451192731;21.982016008;2021-11-18 10:49:43.052;22.54;22.2;22.08;23.62;24.08;27.34;32.94;371.24;
0.451192940;22.000015935;2021-11-18 10:49:43.070;22.54;22.2;22.08;23.62;24.08;27.34;32.94;411.14;
0.451203738;22.933016055;2021-11-18 10:49:44.003;22.54;22.2;22.08;23.74;24.08;27.34;32.94;411.14;
0.451203924;22.949016269;2021-11-18 10:49:44.019;22.54;22.2;22.08;23.74;24.22;27.34;32.94;411.14;
0.451204109;22.965015856;2021-11-18 10:49:44.035;22.54;22.2;22.08;23.74;24.22;27.62;32.94;411.14;
0.451204294;22.981016071;2021-11-18 10:49:44.051;22.54;22.2;22.08;23.74;24.22;27.62;33.6;411.14;
0.451204491;22.998015828;2021-11-18 10:49:44.068;22.54;22.2;22.08;23.74;24.22;27.62;33.6;530.22;
0.451214745;23.884016101;2021-11-18 10:49:44.954;22.62;22.2;22.08;23.74;24.22;27.62;33.6;530.22;
0.451214931;23.900015688;2021-11-18 10:49:44.970;22.62;22.3;22.08;23.74;24.22;27.62;33.6;530.22;
0.451215116;23.916015903;2021-11-18 10:49:44.986;22.62;22.3;22.2;23.74;24.22;27.62;33.6;530.22;
0.451215301;23.932016118;2021-11-18 10:49:45.002;22.62;22.3;22.2;23.88;24.22;27.62;33.6;530.22;
0.451215486;23.948015704;2021-11-18 10:49:45.018;22.62;22.3;22.2;23.88;24.38;27.62;33.6;530.22;
0.451215671;23.964015919;2021-11-18 10:49:45.034;22.62;22.3;22.2;23.88;24.38;28.04;33.6;530.22;
0.451215903;23.984016188;2021-11-18 10:49:45.054;22.62;22.3;22.2;23.88;24.38;28.04;34.42;530.22;
0.451216088;24.000015774;2021-11-18 10:49:45.070;22.62;22.3;22.2;23.88;24.38;28.04;34.42;557.08;
0.451226887;24.933015893;2021-11-18 10:49:46.003;22.62;22.3;22.26;23.88;24.38;28.04;34.42;557.08;
0.451227072;24.949016108;2021-11-18 10:49:46.019;22.62;22.3;22.26;24.18;24.38;28.04;34.42;557.08;
0.451227269;24.966015865;2021-11-18 10:49:46.036;22.62;22.3;22.26;24.18;24.7;28.04;34.42;557.08;
0.451227465;24.983016251;2021-11-18 10:49:46.053;22.62;22.3;22.26;24.18;24.7;28.42;34.42;557.08;
0.451227662;25.000016008;2021-11-18 10:49:46.070;22.62;22.3;22.26;24.18;24.7;28.42;35.22;557.08;
0.451227847;25.016016223;2021-11-18 10:49:46.086;22.62;22.3;22.26;24.18;24.7;28.42;35.22;597.64;
0.451237905;25.885016111;2021-11-18 10:49:46.955;22.7;22.3;22.26;24.18;24.7;28.42;35.22;597.64;
0.451238090;25.901015697;2021-11-18 10:49:46.971;22.7;22.4;22.26;24.18;24.7;28.42;35.22;597.64;
0.451238275;25.917015912;2021-11-18 10:49:46.987;22.7;22.4;22.34;24.18;24.7;28.42;35.22;597.64;
0.451238461;25.933016127;2021-11-18 10:49:47.003;22.7;22.4;22.34;24.36;24.7;28.42;35.22;597.64;
0.451238646;25.949015713;2021-11-18 10:49:47.019;22.7;22.4;22.34;24.36;24.88;28.42;35.22;597.64;
0.451238831;25.965015928;2021-11-18 10:49:47.035;22.7;22.4;22.34;24.36;24.88;29.38;35.22;597.64;
0.451239016;25.981016143;2021-11-18 10:49:47.051;22.7;22.4;22.34;24.36;24.88;29.38;36.96;597.64;
0.451239201;25.997015730;2021-11-18 10:49:47.067;22.7;22.4;22.34;24.36;24.88;29.38;36.96;649.52;
0.451249479;26.885015716;2021-11-18 10:49:47.955;22.76;22.4;22.34;24.36;24.88;29.38;36.96;649.52;
0.451249664;26.901015931;2021-11-18 10:49:47.971;22.76;22.46;22.34;24.36;24.88;29.38;36.96;649.52;
0.451249850;26.917016146;2021-11-18 10:49:47.987;22.76;22.46;22.4;24.36;24.88;29.38;36.96;649.52;
0.451250035;26.933015732;2021-11-18 10:49:48.003;22.76;22.46;22.4;24.58;24.88;29.38;36.96;649.52;
0.451250220;26.949015947;2021-11-18 10:49:48.019;22.76;22.46;22.4;24.58;25.1;29.38;36.96;649.52;
0.451250405;26.965016162;2021-11-18 10:49:48.035;22.76;22.46;22.4;24.58;25.1;29.8;36.96;649.52;
0.451250590;26.981015749;2021-11-18 10:49:48.051;22.76;22.46;22.4;24.58;25.1;29.8;37.88;649.52;
0.451250775;26.997015963;2021-11-18 10:49:48.067;22.76;22.46;22.4;24.58;25.1;29.8;37.88;704.38;
0.451261053;27.885015950;2021-11-18 10:49:48.955;22.86;22.46;22.4;24.58;25.1;29.8;37.88;704.38;
0.451261238;27.901016165;2021-11-18 10:49:48.971;22.86;22.56;22.4;24.58;25.1;29.8;37.88;704.38;
0.451261424;27.917015751;2021-11-18 10:49:48.987;22.86;22.56;22.54;24.58;25.1;29.8;37.88;704.38;
0.451261609;27.933015966;2021-11-18 10:49:49.003;22.86;22.56;22.54;24.76;25.1;29.8;37.88;704.38;
0.451261794;27.949016181;2021-11-18 10:49:49.019;22.86;22.56;22.54;24.76;25.34;29.8;37.88;704.38;
0.451261979;27.965015767;2021-11-18 10:49:49.035;22.86;22.56;22.54;24.76;25.34;30.24;37.88;704.38;
0.451262164;27.981015982;2021-11-18 10:49:49.051;22.86;22.56;22.54;24.76;25.34;30.24;38.88;704.38;
0.451262338;27.996016027;2021-11-18 10:49:49.066;22.86;22.56;22.54;24.76;25.34;30.24;38.88;727.8;
0.451272627;28.885016184;2021-11-18 10:49:49.955;22.94;22.56;22.54;24.76;25.34;30.24;38.88;727.8;
0.451272998;28.917015985;2021-11-18 10:49:49.987;22.94;22.56;22.6;24.76;25.34;30.24;38.88;727.8;
0.451273194;28.934015742;2021-11-18 10:49:50.004;22.94;22.56;22.6;25.22;25.34;30.24;38.88;727.8;
0.451273380;28.950015957;2021-11-18 10:49:50.020;22.94;22.56;22.6;25.22;25.82;30.24;38.88;727.8;
0.451273565;28.966016172;2021-11-18 10:49:50.036;22.94;22.56;22.6;25.22;25.82;30.76;38.88;727.8;
0.451273750;28.982015758;2021-11-18 10:49:50.052;22.94;22.56;22.6;25.22;25.82;30.76;40.08;727.8;
0.451273935;28.998015973;2021-11-18 10:49:50.068;22.94;22.56;22.6;25.22;25.82;30.76;40.08;;
0.451284201;29.885015789;2021-11-18 10:49:50.955;23.02;22.56;22.6;25.22;25.82;30.76;40.08;760;
0.451284387;29.901016004;2021-11-18 10:49:50.971;23.02;22.68;22.6;25.22;25.82;30.76;40.08;760;
0.451284572;29.917016219;2021-11-18 10:49:50.987;23.02;22.68;22.68;25.22;25.82;30.76;40.08;760;
0.451284757;29.933015805;2021-11-18 10:49:51.003;23.02;22.68;22.68;25.4;25.82;30.76;40.08;760;
0.451284942;29.949016020;2021-11-18 10:49:51.019;23.02;22.68;22.68;25.4;26.02;30.76;40.08;760;
0.451285127;29.965016235;2021-11-18 10:49:51.035;23.02;22.68;22.68;25.4;26.02;31.68;40.08;760;
0.451285312;29.981015821;2021-11-18 10:49:51.051;23.02;22.68;22.68;25.4;26.02;31.68;42.14;760;
0.451296146;30.917015824;2021-11-18 10:49:51.987;23.02;22.68;22.76;25.4;26.02;31.68;42.14;760;
0.451296331;30.933016039;2021-11-18 10:49:52.003;23.02;22.68;22.76;25.54;26.02;31.68;42.14;760;
0.451296528;30.950015796;2021-11-18 10:49:52.020;23.02;22.68;22.76;25.54;26.24;31.68;42.14;760;
0.451296713;30.966016011;2021-11-18 10:49:52.036;23.02;22.68;22.76;25.54;26.24;31.94;42.14;760;
0.451296898;30.982016226;2021-11-18 10:49:52.052;23.02;22.68;22.76;25.54;26.24;31.94;43.06;760;
0.451307350;31.885016256;2021-11-18 10:49:52.955;23.1;22.68;22.76;25.54;26.24;31.94;43.06;760;
0.451307535;31.901015843;2021-11-18 10:49:52.971;23.1;22.82;22.76;25.54;26.24;31.94;43.06;760;
0.451307720;31.917016057;2021-11-18 10:49:52.987;23.1;22.82;22.88;25.54;26.24;31.94;43.06;760;
0.451307917;31.934015814;2021-11-18 10:49:53.004;23.1;22.82;22.88;25.68;26.24;31.94;43.06;760;
0.451308090;31.949015859;2021-11-18 10:49:53.019;23.1;22.82;22.88;25.68;26.44;31.94;43.06;760;
0.451308275;31.965016074;2021-11-18 10:49:53.035;23.1;22.82;22.88;25.68;26.44;32.12;43.06;760;
0.451308461;31.981016289;2021-11-18 10:49:53.051;23.1;22.82;22.88;25.68;26.44;32.12;44.18;760;
0.451319109;32.901016076;2021-11-18 10:49:53.971;23.1;22.76;22.88;25.68;26.44;32.12;44.18;760;
0.451319294;32.917016291;2021-11-18 10:49:53.987;23.1;22.76;22.8;25.68;26.44;32.12;44.18;760;
0.451319479;32.933015878;2021-11-18 10:49:54.003;23.1;22.76;22.8;25.82;26.44;32.12;44.18;760;
0.451319664;32.949016093;2021-11-18 10:49:54.019;23.1;22.76;22.8;25.82;26.68;32.12;44.18;760;
0.451319850;32.965016307;2021-11-18 10:49:54.035;23.1;22.76;22.8;25.82;26.68;32.54;44.18;760;
0.451320035;32.981015894;2021-11-18 10:49:54.051;23.1;22.76;22.8;25.82;26.68;32.54;45.46;760;
0.451331042;33.932015941;2021-11-18 10:49:55.002;23.1;22.76;22.8;25.76;26.68;32.54;45.46;760;
0.451331227;33.948016156;2021-11-18 10:49:55.018;23.1;22.76;22.8;25.76;26.6;32.54;45.46;760;
0.451331412;33.964015742;2021-11-18 10:49:55.034;23.1;22.76;22.8;25.76;26.6;32.86;45.46;760;
0.451331597;33.980015957;2021-11-18 10:49:55.050;23.1;22.76;22.8;25.76;26.6;32.86;48.22;760;
0.451342257;34.901015915;2021-11-18 10:49:55.971;23;22.76;22.8;25.76;26.6;32.86;48.22;760;
0.451343171;34.980016191;2021-11-18 10:49:56.050;23;22.76;22.8;25.76;26.6;33.08;48.22;760;
0.451343356;34.996015777;2021-11-18 10:49:56.066;23;22.76;22.8;25.76;26.6;33.08;49.74;760;
0.451353831;35.901016149;2021-11-18 10:49:56.971;23;22.82;22.8;25.76;26.6;33.08;49.74;760;
0.451354213;35.934016121;2021-11-18 10:49:57.004;23;22.82;22.8;25.84;26.6;33.08;49.74;760;
0.451354398;35.950015707;2021-11-18 10:49:57.020;23;22.82;22.8;25.84;26.72;33.08;49.74;760;
0.451354572;35.965015751;2021-11-18 10:49:57.035;23;22.82;22.8;25.84;26.72;33.22;49.74;760;
0.451354757;35.981015966;2021-11-18 10:49:57.051;23;22.82;22.8;25.84;26.72;33.22;51.36;760;
0.451365590;36.917015969;2021-11-18 10:49:57.987;23;22.82;22.9;25.84;26.72;33.22;51.36;760;
0.451365775;36.933016184;2021-11-18 10:49:58.003;23;22.82;22.9;25.98;26.72;33.22;51.36;760;
0.451365961;36.949015770;2021-11-18 10:49:58.019;23;22.82;22.9;25.98;26.84;33.22;51.36;760;
0.451366146;36.965015985;2021-11-18 10:49:58.035;23;22.82;22.9;25.98;26.84;33.42;51.36;760;
0.451366331;36.981016200;2021-11-18 10:49:58.051;23;22.82;22.9;25.98;26.84;33.42;52.54;760;
0.451377350;37.933015789;2021-11-18 10:49:59.003;23;22.82;22.9;26.04;26.84;33.42;52.54;760;
0.451377535;37.949016004;2021-11-18 10:49:59.019;23;22.82;22.9;26.04;26.96;33.42;52.54;760;
0.451377720;37.965016219;2021-11-18 10:49:59.035;23;22.82;22.9;26.04;26.96;34.06;52.54;760;
0.451377917;37.982015976;2021-11-18 10:49:59.052;23;22.82;22.9;26.04;26.96;34.06;54.98;760;
0.451378090;37.997016020;2021-11-18 10:49:59.067;23;22.82;22.9;26.04;26.96;34.06;54.98;737.8;
0.451388368;38.885016007;2021-11-18 10:49:59.955;23.12;22.82;22.9;26.04;26.96;34.06;54.98;737.8;
0.451388553;38.901016222;2021-11-18 10:49:59.971;23.12;22.94;22.9;26.04;26.96;34.06;54.98;737.8;
0.451388738;38.917015808;2021-11-18 10:49:59.987;23.12;22.94;22.96;26.04;26.96;34.06;54.98;737.8;
0.451388924;38.933016023;2021-11-18 10:50:00.003;23.12;22.94;22.96;26.22;26.96;34.06;54.98;737.8;
0.451389109;38.949016238;2021-11-18 10:50:00.019;23.12;22.94;22.96;26.22;27.2;34.06;54.98;737.8;
0.451389294;38.965015824;2021-11-18 10:50:00.035;23.12;22.94;22.96;26.22;27.2;34.7;54.98;737.8;
0.451389479;38.981016039;2021-11-18 10:50:00.051;23.12;22.94;22.96;26.22;27.2;34.7;56.38;737.8;
0.451389664;38.997016254;2021-11-18 10:50:00.067;23.12;22.94;22.96;26.22;27.2;34.7;56.38;678.76;
0.451399942;39.885016240;2021-11-18 10:50:00.955;23.28;22.94;22.96;26.22;27.2;34.7;56.38;678.76;
0.451400127;39.901015827;2021-11-18 10:50:00.971;23.28;23.08;22.96;26.22;27.2;34.7;56.38;678.76;
0.451400313;39.917016042;2021-11-18 10:50:00.987;23.28;23.08;23.2;26.22;27.2;34.7;56.38;678.76;
0.451400498;39.933016257;2021-11-18 10:50:01.003;23.28;23.08;23.2;26.54;27.2;34.7;56.38;678.76;
0.451400683;39.949015843;2021-11-18 10:50:01.019;23.28;23.08;23.2;26.54;27.54;34.7;56.38;678.76;
0.451400868;39.965016058;2021-11-18 10:50:01.035;23.28;23.08;23.2;26.54;27.54;35.44;56.38;678.76;
0.451401053;39.981016273;2021-11-18 10:50:01.051;23.28;23.08;23.2;26.54;27.54;35.44;58.36;678.76;
0.451401238;39.997015859;2021-11-18 10:50:01.067;23.28;23.08;23.2;26.54;27.54;35.44;58.36;695.7;
0.451411516;40.885015845;2021-11-18 10:50:01.955;23.42;23.08;23.2;26.54;27.54;35.44;58.36;695.7;
0.451411701;40.901016060;2021-11-18 10:50:01.971;23.42;23.2;23.2;26.54;27.54;35.44;58.36;695.7;
0.451411887;40.917016275;2021-11-18 10:50:01.987;23.42;23.2;23.32;26.54;27.54;35.44;58.36;695.7;
0.451412072;40.933015862;2021-11-18 10:50:02.003;23.42;23.2;23.32;27.24;27.54;35.44;58.36;695.7;
0.451412257;40.949016077;2021-11-18 10:50:02.019;23.42;23.2;23.32;27.24;28.22;35.44;58.36;695.7;
0.451412442;40.965016292;2021-11-18 10:50:02.035;23.42;23.2;23.32;27.24;28.22;36.3;58.36;695.7;
0.451412627;40.981015878;2021-11-18 10:50:02.051;23.42;23.2;23.32;27.24;28.22;36.3;60.64;695.7;
0.451412813;40.997016093;2021-11-18 10:50:02.067;23.42;23.2;23.32;27.24;28.22;36.3;60.64;699.86;
0.451423090;41.885016079;2021-11-18 10:50:02.955;23.48;23.2;23.32;27.24;28.22;36.3;60.64;699.86;
0.451423275;41.901016294;2021-11-18 10:50:02.971;23.48;23.28;23.32;27.24;28.22;36.3;60.64;699.86;
0.451423461;41.917015881;2021-11-18 10:50:02.987;23.48;23.28;23.42;27.24;28.22;36.3;60.64;699.86;
0.451423646;41.933016095;2021-11-18 10:50:03.003;23.48;23.28;23.42;27.46;28.22;36.3;60.64;699.86;
0.451423831;41.949016310;2021-11-18 10:50:03.019;23.48;23.28;23.42;27.46;28.46;36.3;60.64;699.86;
0.451424016;41.965015897;2021-11-18 10:50:03.035;23.48;23.28;23.42;27.46;28.46;37.72;60.64;699.86;
0.451424201;41.981016112;2021-11-18 10:50:03.051;23.48;23.28;23.42;27.46;28.46;37.72;64.62;699.86;
0.451424387;41.997015698;2021-11-18 10:50:03.067;23.48;23.28;23.42;27.46;28.46;37.72;64.62;683.76;
